Ticker,timestamp,Date,Error,data_source,last_price,volume,price_source,quote_time,trade_time,quote_age_sec,is_market_open,market_status,price_history_status,hv_status,IV_7_D_Call,IV_14_D_Call,IV_21_D_Call,IV_30_D_Call,IV_60_D_Call,IV_90_D_Call,IV_120_D_Call,IV_150_D_Call,IV_180_D_Call,IV_270_D_Call,IV_360_D_Call,IV_720_D_Call,IV_1080_D_Call,IV_7_D_Put,IV_14_D_Put,IV_21_D_Put,IV_30_D_Put,IV_60_D_Put,IV_90_D_Put,IV_120_D_Put,IV_150_D_Put,IV_180_D_Put,IV_270_D_Put,IV_360_D_Put,IV_720_D_Put,IV_1080_D_Put,hv_10,hv_20,hv_30,hv_60,hv_90,HV_10_D_Cur,HV_20_D_Cur,HV_30_D_Cur,HV_60_D_Cur,HV_90_D_Cur,HV_120_D_Cur,HV_150_D_Cur,HV_180_D_Cur,hv_slope,volatility_regime,HV_EWMA,highPrice,lowPrice,openPrice,closePrice,52WeekHigh,52WeekLow,netChange,netPercentChange,dividendDate,dividendYield,snapshot_ts,VVIX,VIX,SPY_Change_Pct,Snapshot_Age_Hours,Snapshot_Age_Trading_Days,Stock_Price,Stock_Price_Source,YF_Demand_Status,Resolution_Path,iv_7d,iv_14d,iv_21d,iv_30d,iv_60d,iv_90d,iv_120d,iv_180d,iv_360d,IV_History_Count,IV_Maturity_Level,IV_Rank_20D,IV_Rank_30D,IV_Rank_60D,IV_Rank_252D,IV_7D_5D_ROC,IV_30D_5D_ROC,IV_30D_10D_ROC,IV_90D_10D_ROC,IV_30D_Mean_30,IV_30D_Std_30,IV_30D_ZScore_30,Slope_30_7,Slope_30_21,Slope_90_30,Slope_180_90,Surface_Steepness,Surface_Shape,IV_Regime,Structural_IV_Cycle,LongTerm_ZScore,IV_Rank_Source,Regime_Days_In,IV_Trend_7D,HV_Accel_Proxy,IV_Maturity_State,Regime,HV_Trend_30D,Recent_Vol_Spike,Regime_Original,Regime_Adjusted,VVIX_Override_Applied,VVIX_Flag,IV_Timing_State,IV_Chase_Risk,Trend_State,Price_vs_SMA20,Price_vs_SMA50,Volume_Trend,ADX,RSI,Trend_Strength,RV_10D,RV_Calculated,Step2_Warning,RV_IV_Ratio,OHLC_Status,OHLC_Bar_Count,OHLC_Last_Date,Chart_Pattern,Pattern_Confidence,Candlestick_Pattern,Entry_Timing_Quality,Reversal_Confirmation,Signal_Type,intraday_range_pct,gap_pct,intraday_position_pct,compression_tag,gap_tag,intraday_position_tag,pct_from_52w_high,pct_from_52w_low,52w_range_position,52w_regime_tag,52w_strategy_context,net_change,net_percent_change,momentum_tag,entry_timing_context,days_to_earnings,earnings_proximity_flag,IVHV_gap_30D,IV30_Call,HV30,IVHV_gap_abs,IVHV_gap_60D,IVHV_gap_90D,IVHV_gap_180D,IVHV_gap_360D,IVHV_gap_30D_pct,IVHV_gap_60D_pct,IVHV_gap_90D_pct,IVHV_gap_180D_pct,IVHV_gap_360D_pct,ShortTerm_IV_Edge,MediumTerm_IV_Edge,LEAP_IV_Edge,UltraLEAP_IV_Edge,ShortTerm_IV_Rich,ShortTerm_IV_Cheap,MediumTerm_IV_Rich,MediumTerm_IV_Cheap,LEAP_IV_Rich,LEAP_IV_Cheap,UltraLEAP_IV_Rich,UltraLEAP_IV_Cheap,IVHV_gap_10D,ShortTerm_Front_Rich,IVHV_gap_EWMA,ShortTerm_EWMA_Rich,ShortTerm_EWMA_Cheap,Gap_Trigger_Type,HighVol,ElevatedVol,ModerateVol,LowRank,IV_Rich,IV_Cheap,MeanReversion_Setup,Expansion_Setup,df_elevated_plus,df_moderate_vol,Chart_Regime,Chart_EMA_Signal,Chart_Signal_Type,Days_Since_Cross,Has_Crossover,Trend_Slope,SMA20,SMA50,Atr_Pct,Chart_Source,EMA9,EMA21,MACD,MACD_Signal,UpperBand_20,MiddleBand_20,LowerBand_20,SlowK_5_3,SlowD_5_3,PCS_Score_V2
WMT,2026-03-05 09:34:02.008,2026-03-05,,schwab,122.285,12748107.0,lastPrice,2026-03-05 17:34:02.023,2026-03-05 17:34:01.338,0.67,True,OPEN,OK,COMPUTED,30.241,29.075,,27.367,27.082,28.546,27.289,,27.741,,26.16,,,,,,,,,,,,,,,,32.473513193001246,34.69147234109033,32.45571900444303,26.334829265542535,25.826188672387794,32.473513193001246,34.69147234109033,32.45571900444303,26.334829265542535,25.826188672387794,24.24710733294899,24.192798032005108,22.907852846180283,0.0177941885582129,Normal_Compression,31.740321122430537,125.6792,121.65,125.38,127.81,134.69,79.81,-5.525,-4.32282294,,,2026-03-05 09:34:02.008,,,,8.709604192222223,0,122.285,SCHWAB_LAST_PRICE,NOT_NEEDED,,29.175,28.447,27.436,26.828,27.259,32.093,31.685,33.386,25.519,40.0,2.0,40.0,33.333333333333336,,,0.14916495982353864,0.06850406245021502,-0.08605300810792396,0.21297906115352655,28.429,2.920504573788101,-0.5481929439074252,-2.3470000000000013,-0.6080000000000005,5.265000000000004,1.2929999999999993,-3.6560000000000024,INVERTED,,,,ROLLING_20D,0,Rising,Unknown,PARTIAL_MATURE,Compression,Unknown,False,Compression,Compression,False,NORMAL,BASELINE,LOW,Bullish,0.04814146545751631,5.7585055291317975,Falling,21.344388398212434,56.05241895765998,Moderate,23.975159792975603,True,,0.8760609417537766,OK,125,2026-03-04,,0.0,,,False,Bullish,3.294925788117912,1.9012596823409802,15.759952347860438,NORMAL,NO_GAP,NEAR_LOW,9.21003786472641,53.22014785114646,77.39613702623906,MID_RANGE,NEUTRAL,-5.525,-4.32282294,STRONG_DOWN_DAY,LATE_SHORT,,False,-5.088719004443032,27.367,32.45571900444303,5.088719004443032,0.7471707344574661,2.719811327612206,4.833147153819716,3.252147153819717,-15.678959396174246,2.8371960452961504,10.531214505220845,21.098211108098717,14.196647654657815,True,False,True,True,False,True,False,False,True,False,True,False,-5.106513193001245,False,-4.373321122430536,False,True,BOTH,True,False,False,False,False,True,False,False,True,False,Neutral,Bullish,Bullish,103,True,0.9684,127.75,120.85,2.48,SCHWAB,127.0355990225221,125.9715091702359,1.604569531921257,2.024526832280637,133.08542898586714,127.74849999999981,122.41157101413248,76.23007623007618,74.19795869709118,
ORCL,2026-03-05 09:34:02.008,2026-03-05,,schwab,154.105,397407.0,lastPrice,2026-03-05 17:34:01.758,2026-03-05 17:34:02.229,-0.221,True,OPEN,OK,COMPUTED,106.111,88.156,,76.224,62.872,61.775,58.557,,56.797,,52.864,,,,,,,,,,,,,,,,50.727045627043296,60.77722306515824,56.60112864235831,55.46314739590235,52.21635333074445,50.727045627043296,60.77722306515824,56.60112864235831,55.46314739590235,52.21635333074445,52.19968208619894,64.45345196519105,60.44583232524418,-5.874083015315016,High,51.81679078853619,157.94,152.51,152.59,152.37,345.72,118.86,1.735,1.13867559,,,2026-03-05 09:34:02.008,,,,8.709604192222223,0,154.105,SCHWAB_LAST_PRICE,NOT_NEEDED,,101.908,86.256,78.116,73.035,67.357,61.957,58.839,57.21,53.736,41.0,2.0,55.0,70.0,,,0.6444200606725617,-0.03475847485627449,-0.016482850563568102,-0.004674848991132194,64.23876666666666,11.198327327939571,0.7854952865493521,-28.873000000000005,-5.081000000000003,-11.077999999999996,-4.747,-48.172000000000004,INVERTED,,,,ROLLING_20D,0,Falling,Unknown,PARTIAL_MATURE,Compression,Unknown,False,Compression,Compression,False,NORMAL,BASELINE,LOW,Neutral,1.1527980163775033,-11.551839433820314,Falling,25.354116415608882,45.14579070111292,Strong,49.73643700035855,True,,0.6525036340307324,OK,125,2026-03-04,,0.0,,,False,Bidirectional,3.523571590798486,0.14438537769902138,29.373848987108598,NORMAL,NO_GAP,NEAR_LOW,55.42491033206063,29.652532391048286,15.536013400335003,MID_RANGE,NEUTRAL,1.735,1.13867559,NORMAL,MODERATE,,False,19.622871357641692,76.224,56.60112864235831,19.622871357641692,7.408852604097653,9.558646669255552,-3.648832325244186,-7.581832325244186,34.66869270687408,13.358153930956007,18.305848761038472,-6.036532519910909,-12.54318458954822,True,True,True,True,True,False,True,False,False,True,False,True,25.496954372956708,True,24.407209211463815,True,False,BOTH,True,False,False,False,True,False,False,False,True,False,Ranging,Bearish,Bearish,134,True,-0.4503,150.63,172.27,5.25,SCHWAB,149.88651040447138,154.46236595401595,-6.5191936551999845,-7.998455116899853,163.2691025182891,150.63349999999977,137.99789748171045,75.6811583595327,67.24847538234408,
XOM,2026-03-05 09:34:02.008,2026-03-05,,schwab,150.0901,7754675.0,lastPrice,2026-03-05 17:34:01.495,2026-03-05 17:34:02.017,-0.009,True,OPEN,OK,COMPUTED,33.652,32.663,,31.44,30.141,28.508,27.682,,26.397,,25.117,,,,,,,,,,,,,,,,26.515512696681053,29.371464136087575,28.70975414885317,27.143359659175164,24.23817060508441,26.515512696681053,29.371464136087575,28.70975414885317,27.143359659175164,24.23817060508441,22.93855217768238,22.089109857195933,22.247463375022413,-2.1942414521721147,Normal_Compression,27.8319878072161,152.33,149.47,151.0,149.82,159.605,97.8,0.2701,0.18028301,,,2026-03-05 09:34:02.008,,,,8.709604192222223,0,150.0901,SCHWAB_LAST_PRICE,NOT_NEEDED,,34.362,33.119,32.379,30.692,30.092,28.61,28.084,26.551,25.152,41.0,2.0,70.0,80.0,,,-0.03279196104371321,-0.029962073324905195,0.010536020018438045,0.004388274530454626,27.852883333333335,3.2389733358585002,0.8765483294459258,-3.6700000000000017,-1.6869999999999976,-2.0820000000000007,-2.059000000000001,-9.21,INVERTED,,,,ROLLING_20D,0,Falling,Unknown,PARTIAL_MATURE,Compression,Unknown,False,Compression,Compression,False,NORMAL,BASELINE,LOW,Neutral,-0.13897359501695677,9.584031247028518,Falling,40.42551257921367,56.82769051860205,Strong,26.582865297836005,True,,0.8455109827555981,OK,125,2026-03-04,,0.0,,,False,Bidirectional,1.9055220830687791,0.7876118008276645,21.681818181818354,NORMAL,NO_GAP,NEAR_LOW,5.961530027254775,53.466359918200425,84.60496723566057,MID_RANGE,NEUTRAL,0.2701,0.18028301,FLAT_DAY,EARLY,,False,2.730245851146833,31.44,28.70975414885317,2.730245851146833,2.9976403408248338,4.26982939491559,4.149536624977586,2.869536624977588,9.50981968355133,11.043733636751755,17.61613722621423,18.65172921078426,12.898264294702752,True,True,True,True,True,False,True,False,True,False,True,False,4.924487303318948,True,3.6080121927838995,True,False,BOTH,False,False,True,False,False,False,False,False,False,True,Neutral,Bullish,Bullish,91,True,1.6616,150.03,136.72,2.69,SCHWAB,150.63068025682122,147.77059289280302,3.913647723960537,4.647841694031685,154.80912454078296,150.02850000000007,145.24787545921717,40.41033631995833,54.061810086510754,
JNJ,2026-03-05 09:34:02.008,2026-03-05,,schwab,236.32,3668067.0,lastPrice,2026-03-05 17:34:02.565,2026-03-05 17:34:02.253,-0.245,True,OPEN,OK,COMPUTED,26.646,24.822,,22.852,27.586,27.527,28.075,,28.049,,18.984,,,,,,,,,,,,,,,,25.161345472737263,20.70339781216381,18.350676546475945,18.798876215824365,17.616343744896337,25.161345472737263,20.70339781216381,18.350676546475945,18.798876215824365,17.616343744896337,16.453887020372203,15.814134362583015,17.028620777193908,6.810668926261318,Normal,21.170300968403417,243.0,236.07,242.63,245.3,251.71,141.5,-8.98,-3.66082348,,,2026-03-05 09:34:02.008,,,,8.709604192222223,0,236.32,SCHWAB_LAST_PRICE,NOT_NEEDED,,26.937,25.909,26.962,26.009,26.498,28.018,24.008,21.974,19.482,40.0,2.0,100.0,100.0,,,0.24414576693917148,0.11900357096760324,0.22712903986789337,0.14658700278277953,21.271399999999996,1.869603122184695,2.5340137400198377,-0.9280000000000008,-0.9529999999999994,2.0090000000000003,-6.0440000000000005,-7.455000000000002,INVERTED,,,,ROLLING_20D,0,Stable,Unknown,PARTIAL_MATURE,High Vol,Unknown,False,High Vol,High Vol,False,NORMAL,BASELINE,LOW,Bullish,0.8299045137104851,8.51063076835968,Falling,37.5861018292397,63.785106690581564,Strong,17.919719624531666,True,,0.7841641705116255,OK,125,2026-03-04,,0.0,,,False,Bullish,2.9324644549763064,1.0884631064003325,3.6075036075036038,NORMAL,NO_GAP,NEAR_LOW,6.114179015533755,67.01060070671377,86.03574993194809,MID_RANGE,NEUTRAL,-8.98,-3.66082348,STRONG_DOWN_DAY,LATE_SHORT,,False,4.501323453524055,22.852,18.350676546475945,4.501323453524055,8.787123784175634,9.910656255103664,11.020379222806092,1.9553792228060942,24.529468666311853,46.742814215558695,56.25830421238742,64.71680453161225,11.48289840023271,True,True,True,False,True,False,True,False,True,False,False,False,-2.309345472737263,False,1.6816990315965832,False,False,BOTH,False,True,False,False,True,False,False,False,True,False,Neutral,Bullish,Bullish,113,True,1.8868,243.28,226.06,1.61,SCHWAB,245.633590712545,241.12998070925434,5.838267802230547,6.67693914588052,250.74189243991884,243.281,235.82010756008117,50.05108411851515,62.77525118733963,
BAC,2026-03-05 09:34:02.008,2026-03-05,,schwab,49.45,12633317.0,lastPrice,2026-03-05 17:34:02.852,2026-03-05 17:34:02.566,-0.558,True,OPEN,OK,COMPUTED,33.321,33.319,,30.832,28.456,32.378,32.813,,33.147,,25.05,,,,,,,,,,,,,,,,36.260757750417554,31.299621233411667,28.66865968986482,24.70558724919319,22.607368388015985,36.260757750417554,31.299621233411667,28.66865968986482,24.70558724919319,22.607368388015985,22.75150851176953,22.589733522204707,21.83957083219947,7.592098060552733,Normal,29.416867510783213,50.43,49.405,49.82,50.3,57.55,33.065,-0.85,-1.68986083,,,2026-03-05 09:34:02.008,,,,8.709604192222223,0,49.45,SCHWAB_LAST_PRICE,NOT_NEEDED,,31.525,32.015,31.626,31.216,33.242,32.2,32.829,27.283,25.54,41.0,2.0,75.0,83.33333333333334,,,-0.08768629720735063,-0.052164935932470895,0.09215590231614304,0.044674431431074274,26.1662,4.483296488845738,1.1263586989090952,-0.3089999999999975,-0.41000000000000014,0.9840000000000018,-4.917000000000002,-5.984999999999999,INVERTED,,,,ROLLING_20D,0,Falling,Unknown,PARTIAL_MATURE,High Vol,Unknown,False,High Vol,High Vol,False,NORMAL,BASELINE,LOW,Bearish,-4.633702411648736,-6.320306330735878,Falling,24.81061716442286,39.274472016101534,Moderate,35.39439745518575,True,,1.1479760461593715,OK,125,2026-03-04,,0.0,,,False,Bearish,2.0728008088978735,0.9542743538767334,4.390243902439197,NORMAL,NO_GAP,NEAR_LOW,14.074717636837523,49.55390896718587,66.91852154380234,MID_RANGE,NEUTRAL,-0.85,-1.68986083,NORMAL,MODERATE,,False,2.1633403101351796,30.832,28.66865968986482,2.1633403101351796,3.7504127508068095,9.770631611984015,11.307429167800528,3.2104291678005303,7.546011336204815,15.180423411830807,43.218792405591806,51.77496048195812,14.7000561158793,True,True,True,True,True,False,True,False,True,False,True,False,-5.428757750417553,False,1.4151324892167878,False,False,ABS,False,False,True,False,False,False,False,False,False,True,Neutral,Bearish,Bearish,19,True,-1.3311,52.74,53.69,3.06,SCHWAB,50.94632477371647,52.02494120390269,-1.000709436047785,-0.7095608217980945,56.95499703158274,52.74399999999999,48.53300296841724,36.1635386067673,33.827513690847006,
ABBV,2026-03-05 09:34:02.008,2026-03-05,,schwab,228.795,3727800.0,lastPrice,2026-03-05 17:34:02.852,2026-03-05 17:34:01.957,0.051,True,OPEN,OK,COMPUTED,29.121,29.318,,29.99,29.498,27.766,27.766,,27.185,,24.863,,,,,,,,,,,,,,,,27.88390117025624,26.04905330281043,26.19830910187532,26.049338239736493,26.626197668662577,27.88390117025624,26.04905330281043,26.19830910187532,26.049338239736493,26.626197668662577,26.243749217773775,24.96251334023163,24.666990456724665,1.6855920683809202,Normal_Compression,27.18660373976899,234.8,228.0,233.42,236.19,244.81,164.39,-7.395,-3.13095389,,,2026-03-05 09:34:02.008,,,,8.709604192222223,0,228.795,SCHWAB_LAST_PRICE,NOT_NEEDED,,28.718,28.713,28.8,27.908,27.109,27.601,27.601,26.794,24.761,41.0,2.0,85.0,80.0,,,0.09160711570624906,0.06628968784625389,-0.04441020373223753,-0.11557933863112022,26.856033333333333,1.4781393122560453,0.7116830314600587,-0.8099999999999987,-0.8919999999999995,-0.30700000000000216,-0.8069999999999986,-3.9570000000000007,INVERTED,,,,ROLLING_20D,0,Rising,Unknown,PARTIAL_MATURE,Compression,Unknown,False,Compression,Compression,False,NORMAL,BASELINE,LOW,Bullish,4.0069928068325344,5.022156967194529,Falling,9.020891807013115,62.390941354927975,Weak,24.385778618006782,True,,0.8131303307104629,OK,125,2026-03-04,Ascending Triangle,63.0,,,False,Bullish,2.972092921611054,1.1727846225496465,11.691176470588031,NORMAL,NO_GAP,NEAR_LOW,6.541807932682494,39.178173854857356,80.08579955235014,MID_RANGE,NEUTRAL,-7.395,-3.13095389,STRONG_DOWN_DAY,LATE_SHORT,,False,3.7916908981246777,29.99,26.19830910187532,3.7916908981246777,3.4486617602635086,1.139802331337421,2.5180095432753333,0.19600954327533415,14.473036726836932,13.238961114961493,4.280755162720434,10.20801280031662,0.7946228528332625,True,True,True,False,True,False,True,False,True,False,False,False,2.1060988297437575,False,2.8033962602310076,True,False,BOTH,False,True,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,20,True,4.6564,227.09,224.9,2.48,SCHWAB,231.19686807466857,228.14828050484834,2.7386248213717863,1.8117446657492855,237.47702680158454,227.09049999999996,216.70397319841538,90.64280557215415,84.77291512776439,
PLTR,2026-03-05 09:34:02.008,2026-03-05,,schwab,150.5265,29728297.0,lastPrice,2026-03-05 17:34:02.812,2026-03-05 17:34:02.653,-0.645,True,OPEN,OK,COMPUTED,56.276,55.079,,53.364,51.885,55.578,54.047,,55.791,,54.057,,,,,,,,,,,,,,,,45.61039123918664,54.52304405022378,64.61878667973996,53.683128651327415,55.39284569983989,45.61039123918664,54.52304405022378,64.61878667973996,53.683128651327415,55.39284569983989,52.31597392284596,51.50966239843166,50.36682611958084,-19.008395440553315,High_Contraction,55.62939052292326,156.38,150.41,152.94,153.19,207.52,66.12,-2.6635,-1.73869052,,,2026-03-05 09:34:02.008,,,,8.709604192222223,0,150.5265,SCHWAB_LAST_PRICE,NOT_NEEDED,,53.22,52.495,52.954,52.081,50.907,55.023,53.614,55.388,53.865,41.0,2.0,20.0,13.333333333333334,,,0.029918334171923973,-0.012214319582740604,-0.054619713196587406,-0.05188337870903256,55.672466666666665,3.0631176447774817,-1.1724873423617923,-1.1389999999999958,-0.8729999999999976,2.942,0.3649999999999949,0.6450000000000031,INVERTED,,,,ROLLING_20D,0,Rising,Unknown,PARTIAL_MATURE,Low Vol,Unknown,False,Low Vol,Low Vol,False,NORMAL,BASELINE,LOW,Neutral,12.023576213180455,-3.6360273812324624,Stable,23.691699742813615,57.95560493240895,Moderate,44.11896232351599,True,,0.826755159349299,OK,125,2026-03-04,Double Bottom,70.0,,,False,Bidirectional,3.9660790624906572,0.16319603107252434,1.9514237855946743,NORMAL,NO_GAP,NEAR_LOW,27.464099845798,127.65653357531758,59.69342291371994,MID_RANGE,NEUTRAL,-2.6635,-1.73869052,NORMAL,MODERATE,,False,-11.254786679739958,53.364,64.61878667973996,11.254786679739958,-1.798128651327417,0.18515430016011436,5.424173880419154,3.6901738804191595,-17.41720520925332,-3.3495228324084554,0.3342567037689662,10.769338269481361,7.3265960250462365,True,False,True,True,False,True,False,False,True,False,True,False,7.753608760813357,True,-2.265390522923262,False,True,BOTH,True,False,False,True,False,True,False,False,True,False,Trending,Bearish,Bearish,61,True,7.5106,136.75,158.97,4.93,SCHWAB,141.84769557683563,142.59666198428548,-3.4569836086628243,-6.909853568902236,149.13619211991943,136.748,124.35980788008054,94.30364937048608,92.53375191608926,
KO,2026-03-05 09:34:02.008,2026-03-05,,schwab,77.11,6720350.0,lastPrice,2026-03-05 17:34:03.638,2026-03-05 17:34:01.338,0.67,True,OPEN,OK,COMPUTED,22.285,22.104,,21.194,21.906,22.768,22.322,,23.2,,14.301,,,,,,,,,,,,,,,,17.911967685996732,18.63987776572264,18.13239863865963,17.02631892066154,16.932707182939584,17.911967685996732,18.63987776572264,18.13239863865963,17.02631892066154,16.932707182939584,16.91085649261477,16.200973890286676,15.985053877492469,-0.2204309526629018,Normal_Compression,18.001702897675013,77.72,77.0139,77.675,78.1,82.0,65.3538,-0.99,-1.26760563,,,2026-03-05 09:34:02.008,,,,8.709604192222223,0,77.11,SCHWAB_LAST_PRICE,NOT_NEEDED,,22.768,21.95,21.366,21.12,21.565,23.086,22.668,23.375,23.832,41.0,2.0,100.0,100.0,,,0.31896651604680804,0.10017190185966567,0.3433405419157869,0.3653084156366432,18.459816666666665,1.413210581004963,1.882368678163749,-1.6479999999999997,-0.24599999999999866,1.9659999999999975,0.2890000000000015,1.064,INVERTED,,,,ROLLING_20D,0,Rising,Unknown,PARTIAL_MATURE,High Vol,Unknown,False,High Vol,High Vol,False,NORMAL,BASELINE,LOW,Neutral,-1.4647809136902152,4.971989548499465,Stable,36.479902669311755,51.262857158656224,Strong,17.27534643011091,True,,0.8151055218510386,OK,125,2026-03-04,,0.0,,,False,Bidirectional,0.9157048372454833,0.5441741357234279,13.609970259169213,COMPRESSION,NO_GAP,NEAR_LOW,5.963414634146342,17.98854848532142,70.62392618135068,MID_RANGE,NEUTRAL,-0.99,-1.26760563,NORMAL,MODERATE,,False,3.0616013613403688,21.194,18.13239863865963,3.0616013613403688,4.879681079338457,5.835292817060417,7.214946122507531,-1.6840538774924685,16.884701369915867,28.659636308215365,34.46166495420012,45.13557588108248,-10.535177988131005,True,True,True,False,True,False,True,False,True,False,False,False,3.282032314003267,False,3.1922971023249858,True,False,BOTH,False,False,True,False,False,False,False,False,False,True,Ranging,Bullish,Bullish,49,True,-0.1814,79.26,74.4,1.7,SCHWAB,79.62160066687431,78.54206100131313,1.50033491684205,1.870937206796738,81.6171994822238,79.26099999999995,76.90480051777611,19.4067684802586,41.48727766154471,
PM,2026-03-05 09:34:02.008,2026-03-05,,schwab,172.635,1897771.0,lastPrice,2026-03-05 17:34:02.833,2026-03-05 17:33:30.209,31.799,True,OPEN,OK,COMPUTED,29.966,31.146,,28.943,32.096,31.743,31.743,,33.156,,33.169,,,,,,,,,,,,,,,,29.24371266373946,24.67801415644853,23.409837841476932,23.726427799436756,24.383789410216338,29.24371266373946,24.67801415644853,23.409837841476932,23.726427799436756,24.383789410216338,24.61035783710159,23.67052830656701,25.54726942631617,5.833874822262526,Normal,26.51744180727937,176.9,171.87,176.9,179.04,191.3,142.11,-6.405,-3.57741287,,,2026-03-05 09:34:02.008,,,,8.709604192222223,0,172.635,SCHWAB_LAST_PRICE,NOT_NEEDED,,31.209,30.202,30.807,30.529,36.26,33.55,33.55,33.536,33.782,41.0,2.0,90.0,70.0,,,0.2937981925213498,0.2667109248578898,0.13689345696942606,0.3270835805545666,28.37963333333333,3.251665785126283,0.6610047922201191,-0.6799999999999997,-0.2779999999999987,3.0209999999999972,-0.013999999999995794,2.572999999999997,INVERTED,,,,ROLLING_20D,0,Rising,Unknown,PARTIAL_MATURE,Compression,Unknown,True,Compression,Compression,False,NORMAL,BASELINE,LOW,Neutral,-2.822669282812429,2.9189099700969665,Stable,26.910977189960672,46.69133435645571,Strong,24.416328096501193,True,,0.8436004594030057,OK,125,2026-03-04,,0.0,,,False,Bidirectional,2.9136617719465936,1.195263628239492,15.208747514910263,NORMAL,NO_GAP,NEAR_LOW,9.756926293779413,21.479839560903507,62.05529579182757,MID_RANGE,NEUTRAL,-6.405,-3.57741287,STRONG_DOWN_DAY,LATE_SHORT,,False,5.533162158523069,28.943,23.409837841476932,5.533162158523069,8.36957220056324,7.359210589783661,7.608730573683829,7.621730573683827,23.636055046564906,35.27531523629497,30.180750276248258,29.782950368253825,29.833836432760613,True,True,True,True,True,False,True,False,True,False,True,False,-0.30071266373945704,False,2.425558192720633,True,False,BOTH,True,False,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,78,True,-2.9667,184.24,173.96,2.46,SCHWAB,183.18481893564123,182.22056598223236,2.275035697396362,3.7661145072196973,190.61136328531077,184.2404999999999,177.86963671468905,14.44371079593411,23.82342917267071,
UNH,2026-03-05 09:34:02.008,2026-03-05,,schwab,288.0532,2237485.0,lastPrice,2026-03-05 17:34:03.332,2026-03-05 17:34:03.248,-1.24,True,OPEN,OK,COMPUTED,34.591,35.305,,35.756,41.705,40.743,39.734,,40.615,,32.898,,,,,,,,,,,,,,,,34.41862349568915,32.21467782842501,70.8504229894265,52.88590138079824,46.62560307796932,34.41862349568915,32.21467782842501,70.8504229894265,52.88590138079824,46.62560307796932,41.83132010156724,44.60498680475823,43.86098757389813,-36.43179949373736,High_Contraction,48.40779301501076,291.39,287.0,290.05,291.96,606.36,234.6,-3.9068,-1.33812851,,,2026-03-05 09:34:02.008,,,,8.709604192222223,0,288.0532,SCHWAB_LAST_PRICE,NOT_NEEDED,,34.748,34.783,34.846,35.928,39.883,40.438,40.415,40.464,32.184,41.0,2.0,100.0,80.0,,,0.19783515460719078,0.12867554661975358,0.08501192884969642,0.13564367557852183,33.71326666666666,2.897538657423627,0.76434988284249,1.1799999999999997,1.0820000000000007,4.510000000000005,0.02599999999999625,-2.564,CONTANGO,,,,ROLLING_20D,0,Rising,Unknown,PARTIAL_MATURE,Compression,Unknown,False,Compression,Compression,False,NORMAL,BASELINE,LOW,Neutral,2.7982923286827135,-5.95168991245224,Stable,32.333240207522955,48.5289730319105,Strong,33.87971337058186,True,,0.9475252648669276,OK,125,2026-03-04,,0.0,,,False,Bidirectional,1.5240240344491873,0.6541992053705878,23.99088838268809,NORMAL,NO_GAP,NEAR_LOW,52.494689623326074,22.78482523444161,14.378416182483326,MID_RANGE,NEUTRAL,-3.9068,-1.33812851,NORMAL,MODERATE,,False,-35.094422989426505,35.756,70.8504229894265,35.094422989426505,-11.18090138079824,-5.882603077969321,-3.2459875738981268,-10.962987573898126,-49.53311710596828,-21.14155396594562,-12.616679870354023,-7.400625825921504,-24.994848908560027,True,True,True,True,False,True,False,True,False,True,False,True,1.3373765043108534,False,-12.65179301501076,False,True,BOTH,True,False,False,False,False,True,False,False,True,False,Trending,Bearish,Bearish,36,True,4.4305,284.01,310.44,3.2,SCHWAB,289.0121218388619,291.26541053457265,-4.812965121559614,-7.626847899446548,299.34284882186563,284.0125,268.68215117813435,78.69043150945008,82.90390876318124,
