Ticker,timestamp,Date,Error,data_source,last_price,volume,price_source,quote_time,trade_time,quote_age_sec,is_market_open,market_status,price_history_status,hv_status,IV_7_D_Call,IV_14_D_Call,IV_21_D_Call,IV_30_D_Call,IV_60_D_Call,IV_90_D_Call,IV_120_D_Call,IV_150_D_Call,IV_180_D_Call,IV_270_D_Call,IV_360_D_Call,IV_720_D_Call,IV_1080_D_Call,IV_7_D_Put,IV_14_D_Put,IV_21_D_Put,IV_30_D_Put,IV_60_D_Put,IV_90_D_Put,IV_120_D_Put,IV_150_D_Put,IV_180_D_Put,IV_270_D_Put,IV_360_D_Put,IV_720_D_Put,IV_1080_D_Put,hv_10,hv_20,hv_30,hv_60,hv_90,HV_10_D_Cur,HV_20_D_Cur,HV_30_D_Cur,HV_60_D_Cur,HV_90_D_Cur,HV_120_D_Cur,HV_150_D_Cur,HV_180_D_Cur,hv_slope,volatility_regime,HV_EWMA,highPrice,lowPrice,openPrice,closePrice,52WeekHigh,52WeekLow,netChange,netPercentChange,dividendDate,dividendYield,snapshot_ts,VVIX,VIX,SPY_Change_Pct,Snapshot_Age_Hours,Snapshot_Age_Trading_Days,Stock_Price,Stock_Price_Source,YF_Demand_Status,Resolution_Path,iv_7d,iv_14d,iv_21d,iv_30d,iv_60d,iv_90d,iv_120d,iv_180d,iv_360d,IV_History_Count,IV_Maturity_Level,IV_Rank_20D,IV_Rank_30D,IV_Rank_60D,IV_Rank_252D,IV_7D_5D_ROC,IV_30D_5D_ROC,IV_30D_10D_ROC,IV_90D_10D_ROC,IV_30D_Mean_30,IV_30D_Std_30,IV_30D_ZScore_30,Slope_30_7,Slope_30_21,Slope_90_30,Slope_180_90,Surface_Steepness,Surface_Shape,IV_Regime,Structural_IV_Cycle,LongTerm_ZScore,IV_Rank_Source,Regime_Days_In,IV_Trend_7D,HV_Accel_Proxy,IV_Maturity_State,Regime,IV_Rank,HV_Trend_30D,Recent_Vol_Spike,Regime_Original,Regime_Adjusted,VVIX_Override_Applied,VVIX_Flag,IV_Timing_State,IV_Chase_Risk,Trend_State,Price_vs_SMA20,Price_vs_SMA50,Volume_Trend,ADX,RSI,Trend_Strength,RV_10D,RV_Calculated,Step2_Warning,RV_IV_Ratio,OHLC_Status,OHLC_Bar_Count,OHLC_Last_Date,Chart_Pattern,Pattern_Confidence,Candlestick_Pattern,Entry_Timing_Quality,Reversal_Confirmation,Signal_Type,intraday_range_pct,gap_pct,intraday_position_pct,compression_tag,gap_tag,intraday_position_tag,pct_from_52w_high,pct_from_52w_low,52w_range_position,52w_regime_tag,52w_strategy_context,net_change,net_percent_change,momentum_tag,entry_timing_context,days_to_earnings,earnings_proximity_flag,Earnings_Formation_Phase,Earnings_IV_Velocity,Earnings_Move_Ratio,Earnings_Beat_Rate,Earnings_Avg_IV_Crush,Earnings_Consecutive_Beats,Earnings_Consecutive_Misses,IVHV_gap_30D,IV_Rank_30D_Missing_Reason,IV_Maturity_State_Missing_Reason,Signal_Type_Missing_Reason,Regime_Missing_Reason,ADX_Missing_Reason,RSI_14_Missing_Reason,SMA20_Missing_Reason,MACD_Missing_Reason,Price_vs_SMA20_Missing_Reason,IV30_Call,HV30,IVHV_gap_abs,IVHV_gap_60D,IVHV_gap_90D,IVHV_gap_180D,IVHV_gap_360D,IVHV_gap_30D_pct,IVHV_gap_60D_pct,IVHV_gap_90D_pct,IVHV_gap_180D_pct,IVHV_gap_360D_pct,ShortTerm_IV_Edge,MediumTerm_IV_Edge,LEAP_IV_Edge,UltraLEAP_IV_Edge,ShortTerm_IV_Rich,ShortTerm_IV_Cheap,MediumTerm_IV_Rich,MediumTerm_IV_Cheap,LEAP_IV_Rich,LEAP_IV_Cheap,UltraLEAP_IV_Rich,UltraLEAP_IV_Cheap,IVHV_gap_10D,ShortTerm_Front_Rich,IVHV_gap_EWMA,ShortTerm_EWMA_Rich,ShortTerm_EWMA_Cheap,Gap_Trigger_Type,HighVol,ElevatedVol,ModerateVol,LowRank,IV_Rich,IV_Cheap,MeanReversion_Setup,Expansion_Setup,df_elevated_plus,df_moderate_vol
WMT,2026-03-13 07:54:16.448,2026-03-13,,schwab,126.09,2771448.0,lastPrice,2026-03-13 14:54:22.496,2026-03-13 14:54:18.753,-2.305,True,OPEN,OK,COMPUTED,29.297,28.69,,28.759,26.53,27.88,27.051,,26.858,,25.866,,,,,,,,,,,,,,,,22.952786642972335,26.939243637737476,31.6706960479801,25.218767881408112,25.204978252765176,22.952786642972335,26.939243637737476,31.6706960479801,25.218767881408112,25.204978252765176,23.98028830573619,23.530733447194237,22.679470754251447,-8.717909405007767,Normal,26.387858925694417,126.44,124.97,125.39,125.33,134.69,79.81,0.76,0.60639911,,,2026-03-13 07:54:16.448,127.69000244140624,26.40999984741211,0.03453142,16.236474119166665,0,126.09,SCHWAB_LAST_PRICE,NOT_NEEDED,,27.926,28.013,27.406,26.756,27.504,28.763,27.585,27.854,26.492,46.0,2.0,50.0,36.66666666666667,,,-0.09895782918723584,-0.1178952921007517,0.13889243604477938,-0.05288287398333821,28.3183,2.940185592898793,-0.5313610146833264,-1.1699999999999982,-0.6499999999999986,2.0070000000000014,-0.9090000000000025,-1.4339999999999975,INVERTED,,,,ROLLING_20D,0,Falling,Unknown,PARTIAL_MATURE,Compression,36.66666666666667,Unknown,False,Compression,Uncertain,True,ELEVATED,BASELINE,LOW,Bullish,0.30801187649397127,3.217764028462384,Falling,16.765387040320707,53.713901583783695,Moderate,22.8851699023427,True,,1.1836857545216064,OK,125,2026-03-13,Ascending Triangle,63.0,,,False,Bullish,1.165833928146561,0.04787361365993958,76.19047619047656,NORMAL,NO_GAP,NEAR_HIGH,6.385032296384285,57.98772083698785,84.32944606413994,MID_RANGE,NEUTRAL,0.76,0.60639911,NORMAL,MODERATE,,False,,,,83.33333333333334,,2.0,0.0,-2.911696047980101,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,SCHEMA_MISMATCH,SCHEMA_MISMATCH,SCHEMA_MISMATCH,PRESENT,28.759,31.6706960479801,2.911696047980101,1.3112321185918887,2.6750217472348226,4.178529245748553,3.1865292457485523,-9.19365979064361,5.199429745172289,10.613069054885427,18.424280226932783,14.050280450884031,True,False,True,True,False,True,False,False,True,False,True,False,5.806213357027666,True,2.3711410743055836,True,False,BOTH,False,False,True,False,False,False,False,False,False,True
ORCL,2026-03-13 07:54:16.448,2026-03-13,,schwab,156.415,7545540.0,lastPrice,2026-03-13 14:54:22.298,2026-03-13 14:54:22.567,-6.119,True,OPEN,OK,COMPUTED,59.944,58.286,,54.932,53.191,55.604,53.561,,53.071,,49.8,,,,,,,,,,,,,,,,51.281789746068675,51.98429338056664,60.56089568092585,53.21694210236586,53.34336396905902,51.281789746068675,51.98429338056664,60.56089568092585,53.21694210236586,53.34336396905902,52.80466527127216,65.17674180976583,61.120816688306014,-9.279105934857178,High,55.08751802576318,160.77,156.06,159.05,159.16,345.72,118.86,-2.745,-1.72467957,,,2026-03-13 07:54:16.448,127.69000244140624,26.40999984741211,0.03453142,16.236474119166665,0,156.415,SCHWAB_LAST_PRICE,NOT_NEEDED,,60.556,59.126,58.039,56.568,52.306,55.47,53.425,53.386,49.889,47.0,2.0,10.0,16.666666666666668,,,-0.4565849456190101,-0.25371047111439476,-0.1985151390640275,-0.10812766299541766,67.73100000000001,8.232614898619124,-1.3559482785806496,-3.9879999999999995,-1.4710000000000036,-1.097999999999999,-2.083999999999996,-10.666999999999994,INVERTED,,,,ROLLING_20D,0,Falling,Unknown,PARTIAL_MATURE,Low Vol,16.666666666666668,Unknown,True,Low Vol,Low Vol,False,ELEVATED,BASELINE,LOW,Neutral,1.9561702183601481,-6.850463495662903,Stable,19.553909434113713,48.510416449432064,Moderate,55.67101741396504,True,,1.0705857672345824,OK,125,2026-03-13,,0.0,,,False,Bidirectional,3.0112201515200003,0.06911284242270999,7.537154989384058,NORMAL,NO_GAP,NEAR_LOW,54.75673955802384,31.595995288574784,16.554262540774044,MID_RANGE,NEUTRAL,-2.745,-1.72467957,NORMAL,MODERATE,,False,,,,70.83333333333334,,1.0,0.0,-5.628895680925851,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,SCHEMA_MISMATCH,SCHEMA_MISMATCH,SCHEMA_MISMATCH,PRESENT,54.932,60.56089568092585,5.628895680925851,-0.025942102365860364,2.2606360309409794,-8.049816688306016,-11.320816688306017,-9.294604410381464,-0.0487478260512587,4.237895518273324,-13.170335614717258,-18.522031120817765,True,False,True,True,False,True,False,False,False,True,False,True,3.650210253931327,True,-0.15551802576317897,False,False,BOTH,True,False,False,True,False,True,False,False,True,False
XOM,2026-03-13 07:54:16.448,2026-03-13,,schwab,154.27,4259554.0,lastPrice,2026-03-13 14:54:22.182,2026-03-13 14:54:19.038,-2.59,True,OPEN,OK,COMPUTED,32.301,33.693,,32.994,33.517,32.679,33.141,,26.689,,25.184,,,,,,,,,,,,,,,,21.21820293752719,25.220206914689687,29.35062375789132,27.349389442545856,24.41042703452044,21.21820293752719,25.220206914689687,29.35062375789132,27.349389442545856,24.41042703452044,23.059839516050708,22.03125625525668,21.861254367137136,-8.132420820364128,Normal,26.039958950984175,155.78,152.975,154.3,153.53,159.605,97.8,0.74,0.48199049,,,2026-03-13 07:54:16.448,127.69000244140624,26.40999984741211,0.03453142,16.236474119166665,0,154.27,SCHWAB_LAST_PRICE,NOT_NEEDED,,33.606,33.753,33.368,33.908,30.468,29.329,28.645,27.655,25.795,47.0,2.0,90.0,93.33333333333334,,,-0.060392551585304384,0.05757594660345592,0.07801869396579134,-0.10119211792467285,29.337049999999998,3.10206960489618,1.4735162592049522,0.3019999999999996,0.5399999999999991,-4.579000000000001,-1.6739999999999995,-7.811,FLAT,,,,ROLLING_20D,0,Rising,Unknown,PARTIAL_MATURE,High Vol,93.33333333333334,Unknown,False,High Vol,High Vol,False,ELEVATED,BASELINE,LOW,Bullish,3.6884034629217086,10.511629487322866,Stable,34.764615603966334,64.38877110722407,Strong,22.36060052335051,True,,0.865595840447426,OK,125,2026-03-13,Double Bottom,70.0,,,False,Bullish,1.8182407467427282,0.5015306454764608,46.167557932264266,NORMAL,NO_GAP,MID_RANGE,3.3426271106794774,57.74028629856852,91.36801229673978,MID_RANGE,NEUTRAL,0.74,0.48199049,FLAT_DAY,EARLY,,False,,,0.4036945666608655,79.16666666666666,,7.0,0.0,3.6433762421086797,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,SCHEMA_MISMATCH,SCHEMA_MISMATCH,SCHEMA_MISMATCH,PRESENT,32.994,29.35062375789132,3.6433762421086797,6.167610557454147,8.268572965479564,4.8277456328628645,3.3227456328628655,12.413283861230063,22.551181884373452,33.873118867549564,22.083571014663086,15.199245098477848,True,True,True,True,True,False,True,False,True,False,True,False,11.775797062472808,True,6.954041049015824,True,False,BOTH,False,True,False,False,True,False,False,False,True,False
PG,2026-03-13 07:54:16.448,2026-03-13,,schwab,151.595,918880.0,lastPrice,2026-03-13 14:54:21.358,2026-03-13 14:54:22.303,-5.855,True,OPEN,OK,COMPUTED,24.837,25.283,,25.818,24.716,23.331,22.512,,22.256,,20.332,,,,,,,,,,,,,,,,22.791665121503076,24.5688246577272,22.315410167528384,20.229585827326986,20.15815657988329,22.791665121503076,24.5688246577272,22.315410167528384,20.229585827326986,20.15815657988329,18.777718296542247,17.890522769938055,17.54509997316105,0.4762549539746921,Normal_Compression,22.76962824997921,152.55,151.13,151.37,150.5,174.8,137.62,1.095,0.72757475,,,2026-03-13 07:54:16.448,127.69000244140624,26.40999984741211,0.03453142,16.236474119166665,0,151.595,SCHWAB_LAST_PRICE,NOT_NEEDED,,24.013,23.975,23.838,23.339,24.28,23.328,22.439,21.962,20.624,46.0,2.0,90.0,93.33333333333334,,,-0.0032377236312315554,-0.04676523443881731,0.13257630902120635,0.18572735590118938,19.36225,2.480741743740756,1.6030487696004116,-0.674000000000003,-0.49900000000000233,-0.010999999999999233,-1.3659999999999997,-3.389000000000003,INVERTED,,,,ROLLING_20D,0,Stable,Unknown,PARTIAL_MATURE,High Vol,93.33333333333334,Unknown,False,High Vol,High Vol,False,ELEVATED,BASELINE,LOW,Bearish,-5.116109162137134,-1.4876573483733893,Falling,23.782011546648555,38.6082486043113,Moderate,20.90535413391353,True,,0.9561425154260417,OK,125,2026-03-13,Descending Triangle,64.0,,,False,Bearish,0.9367063557505299,0.5780730897009997,32.74647887323931,COMPRESSION,NO_GAP,MID_RANGE,13.275171624713966,10.154774015404733,37.587412587412565,MID_RANGE,NEUTRAL,1.095,0.72757475,NORMAL,MODERATE,,False,,,1.8911484843447732,83.33333333333334,0.2717503709365586,3.0,0.0,3.5025898324716174,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,SCHEMA_MISMATCH,SCHEMA_MISMATCH,SCHEMA_MISMATCH,PRESENT,25.818,22.315410167528384,3.5025898324716174,4.486414172673015,3.1728434201167097,4.710900026838949,2.78690002683895,15.695834430900618,22.17748900529924,15.739749850356008,26.850231882663934,15.884207163835509,True,True,True,True,True,False,True,False,True,False,True,False,3.0263348784969253,False,3.0483717500207916,True,False,BOTH,False,True,False,False,True,False,False,False,True,False
JNJ,2026-03-13 07:54:16.448,2026-03-13,,schwab,244.855,1805799.0,lastPrice,2026-03-13 14:54:22.496,2026-03-13 14:54:22.425,-5.977,True,OPEN,OK,COMPUTED,24.269,27.228,,23.981,25.163,24.552,24.346,,23.052,,21.377,,,,,,,,,,,,,,,,15.105554906639892,16.150103279156763,15.66556619714956,16.260861643797746,16.380172511128503,15.105554906639892,16.150103279156763,15.66556619714956,16.260861643797746,16.380172511128503,15.568099126245649,14.915548768851885,16.396427558003683,-0.560011290509669,Normal_Compression,15.851643357524903,245.5899,242.4,244.21,242.04,251.71,141.5,2.815,1.1630309,,,2026-03-13 07:54:16.448,127.69000244140624,26.40999984741211,0.03453142,16.236474119166665,0,244.855,SCHWAB_LAST_PRICE,NOT_NEEDED,,24.05,30.605,28.524,27.419,25.978,24.999,24.782,23.316,21.13,46.0,2.0,100.0,100.0,,,-0.09412783908998451,0.1044024650582027,0.1464709817695267,0.16746836034184834,22.2253,2.502285894936868,2.07558217488615,3.3689999999999998,-1.1050000000000004,-2.4200000000000017,-1.6829999999999998,-2.9200000000000017,INVERTED,,,,ROLLING_20D,0,Rising,Unknown,PARTIAL_MATURE,High Vol,100.0,Unknown,False,High Vol,High Vol,False,ELEVATED,BASELINE,LOW,Neutral,-1.0944234569038596,4.585171180705618,Falling,24.615539968264535,53.594467073654236,Moderate,13.87914595006046,True,,0.5713398080582647,OK,125,2026-03-13,,0.0,Dark Cloud Cover,Moderate,False,Bidirectional,1.3027710277511158,0.8965460254503455,76.96166024013256,NORMAL,NO_GAP,NEAR_HIGH,2.7233721345993476,73.04240282685511,93.78005625623807,MID_RANGE,NEUTRAL,2.815,1.1630309,NORMAL,MODERATE,,False,,,0.06988689594974655,87.5,0.09515346558432193,0.0,0.0,8.31543380285044,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,SCHEMA_MISMATCH,SCHEMA_MISMATCH,SCHEMA_MISMATCH,PRESENT,23.981,15.66556619714956,8.31543380285044,8.902138356202254,8.171827488871497,6.655572441996316,4.9805724419963155,53.08096559167763,54.74579730894966,49.88853129183865,40.59160093533602,30.375961009659814,True,True,True,True,True,False,True,False,True,False,True,False,8.87544509336011,True,8.129356642475098,True,False,BOTH,True,False,False,False,True,False,False,False,True,False
BAC,2026-03-13 07:54:16.448,2026-03-13,,schwab,47.635,10078859.0,lastPrice,2026-03-13 14:54:22.596,2026-03-13 14:54:22.523,-6.075,True,OPEN,OK,COMPUTED,34.371,33.161,,32.917,33.255,30.811,33.147,,29.274,,34.006,,,,,,,,,,,,,,,,22.06890421948535,29.37073826927622,29.231992830191228,25.573121871410848,23.23755588220294,22.06890421948535,29.37073826927622,29.231992830191228,25.573121871410848,23.23755588220294,23.278023089747983,22.602804946991665,22.119440444144857,-7.1630886107058735,Normal,28.507967852064,47.8201,47.17,47.52,47.13,57.55,33.065,0.505,1.07150435,,,2026-03-13 07:54:16.448,127.69000244140624,26.40999984741211,0.03453142,16.236474119166665,0,47.635,SCHWAB_LAST_PRICE,NOT_NEEDED,,36.832,35.6,34.908,34.74,35.721,31.195,32.327,29.463,27.89,47.0,2.0,100.0,100.0,,,0.04624474491535053,0.03328276969751048,0.02689920189181211,-0.09456360839404412,28.669533333333334,4.048422014710837,1.4994648889390196,-2.0919999999999987,-0.16799999999999926,-3.5450000000000017,-1.7319999999999993,-8.942,INVERTED,,,,ROLLING_20D,0,Rising,Unknown,PARTIAL_MATURE,High Vol,100.0,Unknown,False,High Vol,High Vol,False,ELEVATED,BASELINE,LOW,Bearish,-7.222431836686076,-11.239118622686457,Stable,31.14461119662341,29.132904321152065,Strong,21.277332050128063,True,,0.8414505708172488,OK,125,2026-03-13,,0.0,,,False,Bearish,1.364752807809373,0.8274984086569076,71.52745731425935,NORMAL,NO_GAP,NEAR_HIGH,17.22849695916594,44.06472100408287,59.50581988972841,MID_RANGE,NEUTRAL,0.505,1.07150435,NORMAL,MODERATE,,False,,,,83.33333333333334,,7.0,0.0,3.685007169808774,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,SCHEMA_MISMATCH,SCHEMA_MISMATCH,SCHEMA_MISMATCH,PRESENT,32.917,29.231992830191228,3.685007169808774,7.681878128589155,7.5734441177970595,7.154559555855144,11.886559555855143,12.60607578557848,30.038875062715803,32.59139711675689,32.34512000392395,53.73806623124404,True,True,True,True,True,False,True,False,True,False,True,False,10.848095780514651,True,4.409032147936003,True,False,BOTH,False,True,False,False,True,False,False,False,True,False
ABBV,2026-03-13 07:54:16.448,2026-03-13,,schwab,224.1,683216.0,lastPrice,2026-03-13 14:54:22.278,2026-03-13 14:54:17.601,-1.153,True,OPEN,OK,COMPUTED,29.098,30.013,,30.536,31.681,30.191,30.191,,28.59,,26.839,,,,,,,,,,,,,,,,14.0729236311879,21.474179381452903,24.03049079777268,25.211037534100537,25.122842612453788,14.0729236311879,21.474179381452903,24.03049079777268,25.211037534100537,25.122842612453788,25.861063250795667,24.37591455836941,24.273808150950877,-9.95756716658478,Normal,21.895273304905707,228.62,223.15,226.89,225.37,244.81,164.39,-1.27,-0.56351777,,,2026-03-13 07:54:16.448,127.69000244140624,26.40999984741211,0.03453142,16.236474119166665,0,224.1,SCHWAB_LAST_PRICE,NOT_NEEDED,,31.174,32.077,30.856,29.428,31.27,30.078,30.078,28.635,26.746,47.0,2.0,90.0,93.33333333333334,,,0.08771807397069084,0.06238267148014446,0.14809612983770284,0.08322829257752008,26.983366666666665,1.5366006926022593,1.5909359829802678,-1.7459999999999987,-1.4280000000000008,0.6499999999999986,-1.4429999999999978,-4.428000000000001,INVERTED,,,,ROLLING_20D,0,Rising,Unknown,PARTIAL_MATURE,High Vol,93.33333333333334,Unknown,False,High Vol,High Vol,False,ELEVATED,BASELINE,LOW,Bearish,-4.023976530262297,-2.194480185566919,Stable,10.182086783294563,39.48434152538842,Weak,17.87025610585349,True,,0.8165859316899782,OK,125,2026-03-13,Descending Triangle,64.0,Bearish Engulfing,Strong,True,Bearish,2.440874609549308,0.6744464658117681,17.367458866544585,NORMAL,NO_GAP,NEAR_LOW,8.45962174747764,36.322160715371986,74.24769957721959,MID_RANGE,NEUTRAL,-1.27,-0.56351777,NORMAL,MODERATE,,False,,,,75.0,,6.0,0.0,6.505509202227323,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,SCHEMA_MISMATCH,SCHEMA_MISMATCH,SCHEMA_MISMATCH,PRESENT,30.536,24.03049079777268,6.505509202227323,6.469962465899464,5.068157387546211,4.3161918490491225,2.5651918490491212,27.071894856306063,25.66321380922213,20.173502918152447,17.78127198751896,10.567735532459645,True,True,True,True,True,False,True,False,True,False,True,False,16.463076368812104,True,8.640726695094294,True,False,BOTH,True,False,False,False,True,False,False,False,True,False
PLTR,2026-03-13 07:54:16.448,2026-03-13,,schwab,150.565,15134139.0,lastPrice,2026-03-13 14:54:22.662,2026-03-13 14:54:22.720,-6.272,True,OPEN,OK,COMPUTED,55.061,54.956,,51.238,58.361,55.178,53.639,,54.869,,53.918,,,,,,,,,,,,,,,,41.43944876050361,36.346524162086105,62.93702814814708,53.85112633499824,54.55409391867103,41.43944876050361,36.346524162086105,62.93702814814708,53.85112633499824,54.55409391867103,51.579300717050245,50.21725221418792,50.3631479300598,-21.49757938764347,High_Contraction,48.75229626381552,154.56,150.42,153.3,153.5,207.52,66.12,-2.935,-1.91205212,,,2026-03-13 07:54:16.448,127.69000244140624,26.40999984741211,0.03453142,16.236474119166665,0,150.565,SCHWAB_LAST_PRICE,NOT_NEEDED,,52.812,52.419,51.916,50.866,58.234,55.352,53.847,54.897,54.048,47.0,2.0,5.0,6.666666666666667,,,-0.09190639132004744,-0.09326535705372739,-0.03597149571677665,-0.036032113686630375,54.67626666666667,3.0758340605136922,-1.238775106752775,-1.945999999999998,-1.0499999999999972,4.485999999999997,-0.4549999999999983,1.2360000000000042,INVERTED,,,,ROLLING_20D,0,Falling,Unknown,PARTIAL_MATURE,Low Vol,6.666666666666667,Unknown,False,Low Vol,Low Vol,False,ELEVATED,BASELINE,LOW,Neutral,5.7172771935722215,-1.8858456926618774,Falling,20.881362506473387,53.156641053079454,Moderate,43.39044799710437,True,,1.2373103477400833,OK,125,2026-03-13,Double Bottom,70.0,,,False,Bidirectional,2.749643011324023,0.1302931596091131,3.502415458937433,NORMAL,NO_GAP,NEAR_LOW,27.44554741711643,127.71476104053234,59.72065063649221,MID_RANGE,NEUTRAL,-2.935,-1.91205212,NORMAL,MODERATE,,False,,,,77.27272727272727,0.04644181529224794,10.0,0.0,-11.699028148147079,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,SCHEMA_MISMATCH,SCHEMA_MISMATCH,SCHEMA_MISMATCH,PRESENT,51.238,62.93702814814708,11.699028148147079,4.509873665001756,0.6239060813289683,4.505852069940197,3.554852069940196,-18.588466110298075,8.374706291093407,1.1436466752780907,8.946724450579525,7.058438989709067,True,True,True,True,False,True,True,False,True,False,True,False,9.79855123949639,True,2.485703736184476,True,False,BOTH,True,False,False,True,False,True,False,False,True,False
KO,2026-03-13 07:54:16.448,2026-03-13,,schwab,77.51,2125390.0,lastPrice,2026-03-13 14:54:23.724,2026-03-13 14:54:17.639,-1.191,True,OPEN,OK,COMPUTED,21.612,21.568,,22.461,19.942,19.204,18.254,,18.433,,17.082,,,,,,,,,,,,,,,,13.88766799076928,14.213191676726836,17.4892065281923,16.331056230810514,16.3316652710703,13.88766799076928,14.213191676726836,17.4892065281923,16.331056230810514,16.3316652710703,16.68888606893262,15.988298653090894,15.81599085123094,-3.601538537423023,Normal_Compression,15.517057639171677,77.81,77.375,77.47,77.08,82.0,65.3538,0.43,0.55786196,,,2026-03-13 07:54:16.448,127.69000244140624,26.40999984741211,0.03453142,16.236474119166665,0,77.51,SCHWAB_LAST_PRICE,NOT_NEEDED,,21.855,21.484,21.317,20.739,20.754,19.545,18.696,19.074,16.731,47.0,2.0,75.0,83.33333333333334,,,-0.06686307160240805,-0.04997709573980749,0.07880774032459428,-0.04783943099332583,19.093683333333335,1.665436364498935,0.9879192635268763,-1.1159999999999997,-0.5779999999999994,-1.193999999999999,-0.4710000000000001,-5.123999999999999,INVERTED,,,,ROLLING_20D,0,Stable,Unknown,PARTIAL_MATURE,High Vol,83.33333333333334,Unknown,False,High Vol,High Vol,False,ELEVATED,BASELINE,LOW,Neutral,-2.118611891563511,2.51801422049723,Falling,23.396145235377936,47.51008758224512,Moderate,13.654474521348329,True,,0.8433003774623801,OK,125,2026-03-13,,0.0,,,False,Bidirectional,0.5612179073667942,0.505967825635704,31.0344827586217,COMPRESSION,NO_GAP,MID_RANGE,5.475609756097555,18.600601648259165,73.0268770049621,MID_RANGE,NEUTRAL,0.43,0.55786196,NORMAL,MODERATE,,False,,,1.2435407568926435,91.66666666666666,0.05286436394271279,8.0,0.0,4.971793471807697,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,SCHEMA_MISMATCH,SCHEMA_MISMATCH,SCHEMA_MISMATCH,PRESENT,22.461,17.4892065281923,4.971793471807697,3.610943769189486,2.872334728929701,2.6170091487690605,1.2660091487690615,28.427781808129776,22.11090157400232,17.587518977735343,16.546602570684858,8.004614827344374,True,True,True,False,True,False,True,False,True,False,False,False,8.573332009230718,True,6.943942360828322,True,False,BOTH,False,True,False,False,True,False,False,False,True,False
UNH,2026-03-13 07:54:16.448,2026-03-13,,schwab,281.3248,1439411.0,lastPrice,2026-03-13 14:54:23.442,2026-03-13 14:54:21.375,-4.927,True,OPEN,OK,COMPUTED,35.503,34.46,,41.873,40.635,37.846,36.343,,35.736,,32.489,,,,,,,,,,,,,,,,22.901840877237607,29.984169550669716,30.215665512810126,52.685220265533,46.37144094361979,22.901840877237607,29.984169550669716,30.215665512810126,52.685220265533,46.37144094361979,41.89489535843902,43.169572366170954,43.95850639664763,-7.313824635572519,Normal,42.55042061865176,282.88,277.81,278.06,277.05,606.36,234.6,4.2748,1.54297058,,,2026-03-13 07:54:16.448,127.69000244140624,26.40999984741211,0.03453142,16.236474119166665,0,281.3248,SCHWAB_LAST_PRICE,NOT_NEEDED,,34.402,35.317,35.938,43.042,40.837,38.217,36.71,35.821,33.05,47.0,2.0,95.0,96.66666666666667,,,-0.002406843555168868,0.24452797455544312,0.3893928144872334,0.07777997123438324,34.377500000000005,4.187241703819697,2.069261965961039,8.64,7.103999999999999,-4.825000000000003,-2.396000000000001,-1.3520000000000039,FLAT,,,,ROLLING_20D,0,Rising,Unknown,PARTIAL_MATURE,High Vol,96.66666666666667,Unknown,True,High Vol,High Vol,False,ELEVATED,BASELINE,LOW,Bearish,-1.6093252971706125,-7.274767652768688,Falling,31.493053924277067,43.87552344331393,Strong,23.190504619346534,True,,0.7020042171091057,OK,125,2026-03-13,,0.0,,,False,Bearish,1.8021873649248108,0.3645551344522617,69.32544378698195,NORMAL,NO_GAP,MID_RANGE,53.604327462233655,19.916794543904516,12.568538842263823,MID_RANGE,NEUTRAL,4.2748,1.54297058,NORMAL,MODERATE,,False,,,8.275037006744778,87.5,0.15838872640255253,0.0,0.0,11.657334487189871,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,SCHEMA_MISMATCH,SCHEMA_MISMATCH,SCHEMA_MISMATCH,PRESENT,41.873,30.215665512810126,11.657334487189871,-12.050220265533,-8.525440943619792,-8.222506396647631,-11.469506396647631,38.58043266413467,-22.87210759450185,-18.38511111609699,-18.70515417983969,-26.09166538361349,True,True,True,True,True,False,False,True,False,True,False,True,18.97115912276239,True,-0.677420618651766,False,False,BOTH,True,False,False,False,True,False,False,False,True,False
