Ticker,timestamp,Date,Error,IV_7_D_Call,IV_7_D_Put,IV_14_D_Call,IV_14_D_Put,IV_21_D_Call,IV_21_D_Put,IV_30_D_Call,IV_30_D_Put,IV_60_D_Call,IV_60_D_Put,IV_90_D_Call,IV_90_D_Put,IV_120_D_Call,IV_120_D_Put,IV_150_D_Call,IV_150_D_Put,IV_180_D_Call,IV_180_D_Put,IV_270_D_Call,IV_270_D_Put,IV_360_D_Call,IV_360_D_Put,IV_720_D_Call,IV_720_D_Put,IV_1080_D_Call,IV_1080_D_Put,HV_10_D_Cur,HV_20_D_Cur,HV_30_D_Cur,HV_60_D_Cur,HV_90_D_Cur,HV_120_D_Cur,HV_150_D_Cur,HV_180_D_Cur,Snapshot_Age_Hours,IV_Rank_30D,IV_Term_Structure,IV_Trend_7D,HV_Trend_30D,VVIX,Recent_Vol_Spike,Volatility_Regime,Trend_State,Price_vs_SMA20_x,Price_vs_SMA50_x,Volume_Trend,ADX,RSI,Trend_Strength,RV_10D,RV_Calculated,RV_IV_Ratio,Chart_Pattern,Pattern_Confidence,Candlestick_Pattern,Entry_Timing_Quality,Reversal_Confirmation,IVHV_gap_30D,Signal_Type,Regime,IV30_Call,HV30,IVHV_gap_abs,IVHV_gap_60D,IVHV_gap_90D,IVHV_gap_180D,IVHV_gap_360D,IVHV_gap_30D_pct,IVHV_gap_60D_pct,IVHV_gap_90D_pct,IVHV_gap_180D_pct,IVHV_gap_360D_pct,ShortTerm_IV_Edge,MediumTerm_IV_Edge,LEAP_IV_Edge,UltraLEAP_IV_Edge,ShortTerm_IV_Rich,ShortTerm_IV_Cheap,MediumTerm_IV_Rich,MediumTerm_IV_Cheap,LEAP_IV_Rich,LEAP_IV_Cheap,UltraLEAP_IV_Rich,UltraLEAP_IV_Cheap,HighVol,ElevatedVol,ModerateVol,LowRank,IV_Rich,IV_Cheap,MeanReversion_Setup,Expansion_Setup,df_elevated_plus,df_moderate_vol,Chart_Regime,EMA_Signal,Chart_Signal_Type,Days_Since_Cross,Has_Crossover,Trend_Slope,Price_vs_SMA20_y,Price_vs_SMA50_y,SMA20,SMA50,Atr_Pct,Universal_Data_Complete,Directional_Data_Complete,Data_Complete,Crossover_Age_Bucket,IV_Rank_XS,Strategy_Name,Strategy_Tier,Valid_Reason,Theory_Source,Regime_Context,IV_Context,Capital_Requirement,Risk_Profile,Greeks_Exposure,Execution_Ready,Confidence,Trade_Bias,Strategy_Type,EXECUTABLE,Primary_Strategy,Secondary_Strategy,Success_Probability,Entry_Priority,Risk_Level,Min_DTE,Max_DTE,Target_DTE,Timeframe_Label,DTE_Rationale,Expiration_Count_Target,Num_Contracts,Dollar_Allocation,Contract_Selection_Status,Selected_Expiration,Actual_DTE,Selected_Strikes,Contract_Symbols,Option_Type,Total_Debit,Total_Credit,Liquidity_Score,Open_Interest,Put_Call_Skew,Probability_Of_Profit,Is_LEAP,Horizon_Class,LEAP_Reason,Selection_Mode,Liquidity_Profile,Liquidity_Class,Liquidity_Context,Candidate_Contracts,Num_Candidates,Attempted_DTE,Failure_Reason,Closest_Expiration_Considered,Best_Strike_Considered,Underlying_Price,Phase1_Status,Phase1_Sampled_Expiration,Phase1_Sampled_DTE,Phase1_Sample_Quality,Phase1_Has_ATM_Strike,Phase1_Has_Liquidity,Phase1_Skip_Reason,Phase2_Full_Chain_Fetched,Phase2_Cache_Hit,Phase2_Expirations_Count,Phase2_Strategy_Laziness_Applied,Chain_Liquid,Contract_Executable,Expirations_Found,Total_Strikes_Scanned,Calls_With_Bid,Puts_With_Bid,Median_Call_Spread_Pct,Median_Put_Spread_Pct,Max_OI_Seen,ATM_Strike_Liquid,Chain_Audit_Summary,Bid_Ask_Spread_Pct,Parallel_Worker_ID,Parallel_Processing_Time,Parallel_Error,Parallel_Batch_Size,Promoted_Strike,Actual_Risk_Per_Contract,Risk_Model,Structure_Simplified,Contract_Intent
DUOL,2025-12-29 07:30:13.965854,2025-12-29,,56.68,54.64,57.41,56.11,57.9,57.09,59.09,59.28,65.97,65.41,72.21,71.7,73.29,72.22,75.13,73.52,73.54,72.26,73.93,72.36,73.4,72.09,74.16,71.78,74.2,71.76,34.43,45.81,46.64,77.07,71.31,72.05,66.23,67.86,4.136110307777778,,Contango,Unknown,Falling,,False,Unknown,Bullish,0.7295270342108923,3.0526649683883056,Falling,29.797585084116854,63.48714812501782,Strong,14.886844245418414,True,0.2519350862314844,,0.0,,,False,12.450000000000003,Bullish,Unknown,59.09,46.64,12.450000000000003,-11.099999999999994,0.8999999999999915,5.680000000000007,5.540000000000006,26.693825042881652,-14.402491241728294,1.2620950778291844,8.370173887415277,8.163866784556449,True,True,True,True,True,False,False,True,True,False,True,False,True,False,False,False,True,False,False,False,True,False,Trending,Bearish,Bearish,67,True,-4.4159,-8.76,-35.56,189.31,216.11,4.77,False,True,False,Age_16_plus,,Long Call,1,Bullish + Cheap IV (gap_180d=5.7),Natenberg Ch.3 - Directional with positive vega,Bullish,"gap_30d=12.5, gap_60d=-11.1, gap_180d=5.7",500,Defined (max loss = premium paid),"Long Delta, Long Vega, Short Theta",True,65,Bullish,Directional,True,Buy-Write,Cash-Secured Put,0.65,Medium,Medium,35,50,42,Short-Medium,Directional (Long Call) with moderate confidence (65): 35-50 DTE for directional exposure,2,1,1000,Explored_Pending_PCS,2026-02-06,38,[],[],call,0.0,0.0,0.0,0,,,False,Unknown,,Standard,Standard,Unknown,"Strategy-aware laziness applied, awaiting PCS strike optimization",[],0,0,Single expiration strategy - PCS will select optimal strikes,,0.0,180.495,Deep_Required,2026-02-06,38,Good,True,True,"Sample shows viable structure, proceed to full chain",False,False,1,True,False,True,[],0,0,0,0.0,0.0,0,False,,0.0,ThreadPoolExecutor-5_0,2.1719889640808105,,3,,,,,
DUOL,2025-12-29 07:30:13.965854,2025-12-29,,56.68,54.64,57.41,56.11,57.9,57.09,59.09,59.28,65.97,65.41,72.21,71.7,73.29,72.22,75.13,73.52,73.54,72.26,73.93,72.36,73.4,72.09,74.16,71.78,74.2,71.76,34.43,45.81,46.64,77.07,71.31,72.05,66.23,67.86,4.136110307777778,,Contango,Unknown,Falling,,False,Unknown,Bullish,0.7295270342108923,3.0526649683883056,Falling,29.797585084116854,63.48714812501782,Strong,14.886844245418414,True,0.2519350862314844,,0.0,,,False,12.450000000000003,Bullish,Unknown,59.09,46.64,12.450000000000003,-11.099999999999994,0.8999999999999915,5.680000000000007,5.540000000000006,26.693825042881652,-14.402491241728294,1.2620950778291844,8.370173887415277,8.163866784556449,True,True,True,True,True,False,False,True,True,False,True,False,True,False,False,False,True,False,False,False,True,False,Trending,Bearish,Bearish,67,True,-4.4159,-8.76,-35.56,189.31,216.11,4.77,False,True,False,Age_16_plus,,Cash-Secured Put,1,"Bullish + Rich IV (gap_30d=12.5, IV_Rank=nan)",Passarelli - Premium collection when IV > HV,Bullish,"gap_30d=12.5, IV_Rank=nan",15000,Obligation (max loss = strike - premium),"Long Delta, Short Vega, Long Theta",True,70,Bullish,Directional,True,Buy-Write,Cash-Secured Put,0.7,Medium,Medium,30,45,37,Short,Income (Cash-Secured Put): 30-45 DTE for premium collection efficiency,2,1,1000,Explored_Thin_Liquidity,2026-02-06,38,[],[],put,0.0,0.0,0.0,0,,,False,Unknown,,Standard,Standard_$180,Thin,"Explored but thin: Found 0 expirations, 72 strikes. Calls: 32 tradable (spread: 12.0%). Puts: 27 tradable (spread: 9.7%). Max OI: 2. ATM liquid: True. Chain liquid: False",[],0,0,"No contracts meeting strict liquidity (OI≥50, spread≤10.0%)",,0.0,180.49000549316406,Deep_Required,2026-02-06,38,Good,True,True,"Sample shows viable structure, proceed to full chain",True,False,2,False,False,False,[],72,32,27,11.952936232797562,9.749670619235824,2,True,"Found 0 expirations, 72 strikes. Calls: 32 tradable (spread: 12.0%). Puts: 27 tradable (spread: 9.7%). Max OI: 2. ATM liquid: True. Chain liquid: False",0.0,ThreadPoolExecutor-5_0,5.616894960403442,,3,,,,,
DUOL,2025-12-29 07:30:13.965854,2025-12-29,,56.68,54.64,57.41,56.11,57.9,57.09,59.09,59.28,65.97,65.41,72.21,71.7,73.29,72.22,75.13,73.52,73.54,72.26,73.93,72.36,73.4,72.09,74.16,71.78,74.2,71.76,34.43,45.81,46.64,77.07,71.31,72.05,66.23,67.86,4.136110307777778,,Contango,Unknown,Falling,,False,Unknown,Bullish,0.7295270342108923,3.0526649683883056,Falling,29.797585084116854,63.48714812501782,Strong,14.886844245418414,True,0.2519350862314844,,0.0,,,False,12.450000000000003,Bullish,Unknown,59.09,46.64,12.450000000000003,-11.099999999999994,0.8999999999999915,5.680000000000007,5.540000000000006,26.693825042881652,-14.402491241728294,1.2620950778291844,8.370173887415277,8.163866784556449,True,True,True,True,True,False,False,True,True,False,True,False,True,False,False,False,True,False,False,False,True,False,Trending,Bearish,Bearish,67,True,-4.4159,-8.76,-35.56,189.31,216.11,4.77,False,True,False,Age_16_plus,,Buy-Write,1,Bullish + Very Rich IV (IV_Rank=nan),Cohen Ch.7 - Reduces cost basis via call premium,Bullish,"gap_30d=12.5, IV_Rank=nan",50000,Stock downside risk offset by call premium,"Long Delta (from stock), Short Vega, Long Theta",True,75,Bullish,Directional,True,Buy-Write,Cash-Secured Put,0.75,High,Medium,30,45,37,Short,Income (Buy-Write): 30-45 DTE for premium collection efficiency,2,1,1000,Explored_Thin_Liquidity,2026-02-06,38,[],[],call,0.0,0.0,0.0,0,,,False,Unknown,,Standard,Standard_$180,Thin,"Explored but thin: Found 0 expirations, 72 strikes. Calls: 32 tradable (spread: 12.0%). Puts: 27 tradable (spread: 9.7%). Max OI: 2. ATM liquid: True. Chain liquid: False",[],0,0,"No contracts meeting strict liquidity (OI≥50, spread≤10.0%)",,0.0,180.49000549316406,Deep_Required,2026-02-06,38,Good,True,True,"Sample shows viable structure, proceed to full chain",True,False,2,False,False,False,[],72,32,27,11.952936232797562,9.749670619235824,2,True,"Found 0 expirations, 72 strikes. Calls: 32 tradable (spread: 12.0%). Puts: 27 tradable (spread: 9.7%). Max OI: 2. ATM liquid: True. Chain liquid: False",0.0,ThreadPoolExecutor-5_0,9.284601926803589,,3,,,,,
TMO,2025-12-29 07:30:19.473003,2025-12-29,,23.39,22.21,24.78,24.14,26.03,25.54,28.46,27.87,26.56,26.67,26.93,26.4,27.18,26.48,27.32,26.53,27.42,26.56,27.6,26.62,27.88,26.84,29.31,27.28,29.37,27.3,14.95,14.72,17.7,18.42,26.17,30.0,29.16,31.45,4.136110307777778,,Mixed,Unknown,Falling,,False,Unknown,Bullish,1.3607075582758588,4.642342235732814,Stable,13.234363530420634,73.37401397953141,Weak,16.7326148878145,True,0.5879344654889143,Ascending Triangle,63.0,,,False,10.760000000000002,Bullish,Unknown,28.46,17.7,10.760000000000002,8.139999999999997,0.759999999999998,-4.029999999999998,-3.5700000000000003,60.79096045197742,44.191096634093356,2.904088651127237,-12.813990461049277,-11.351351351351353,True,True,True,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,5,True,6.2017,9.14,10.97,574.18,572.35,1.64,False,True,False,Age_0_5,,Long Call,1,Bullish + Cheap IV (gap_180d=-4.0),Natenberg Ch.3 - Directional with positive vega,Bullish,"gap_30d=10.8, gap_60d=8.1, gap_180d=-4.0",500,Defined (max loss = premium paid),"Long Delta, Long Vega, Short Theta",True,65,Bullish,Directional,True,Buy-Write,Cash-Secured Put,0.65,Medium,Medium,35,50,42,Short-Medium,Directional (Long Call) with moderate confidence (65): 35-50 DTE for directional exposure,2,1,1000,Explored_Pending_PCS,2026-02-06,38,[],[],call,0.0,0.0,0.0,0,,,False,Unknown,,Standard,Standard,Unknown,"Strategy-aware laziness applied, awaiting PCS strike optimization",[],0,0,Single expiration strategy - PCS will select optimal strikes,,0.0,583.09,Deep_Required,2026-02-06,38,Good,True,True,"Sample shows viable structure, proceed to full chain",False,False,1,True,False,True,[],0,0,0,0.0,0.0,0,False,,0.0,ThreadPoolExecutor-5_5,2.773381233215332,,3,,,,,
TMO,2025-12-29 07:30:19.473003,2025-12-29,,23.39,22.21,24.78,24.14,26.03,25.54,28.46,27.87,26.56,26.67,26.93,26.4,27.18,26.48,27.32,26.53,27.42,26.56,27.6,26.62,27.88,26.84,29.31,27.28,29.37,27.3,14.95,14.72,17.7,18.42,26.17,30.0,29.16,31.45,4.136110307777778,,Mixed,Unknown,Falling,,False,Unknown,Bullish,1.3607075582758588,4.642342235732814,Stable,13.234363530420634,73.37401397953141,Weak,16.7326148878145,True,0.5879344654889143,Ascending Triangle,63.0,,,False,10.760000000000002,Bullish,Unknown,28.46,17.7,10.760000000000002,8.139999999999997,0.759999999999998,-4.029999999999998,-3.5700000000000003,60.79096045197742,44.191096634093356,2.904088651127237,-12.813990461049277,-11.351351351351353,True,True,True,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,5,True,6.2017,9.14,10.97,574.18,572.35,1.64,False,True,False,Age_0_5,,Cash-Secured Put,1,"Bullish + Rich IV (gap_30d=10.8, IV_Rank=nan)",Passarelli - Premium collection when IV > HV,Bullish,"gap_30d=10.8, IV_Rank=nan",15000,Obligation (max loss = strike - premium),"Long Delta, Short Vega, Long Theta",True,70,Bullish,Directional,True,Buy-Write,Cash-Secured Put,0.7,Medium,Medium,30,45,37,Short,Income (Cash-Secured Put): 30-45 DTE for premium collection efficiency,2,1,1000,Explored_Thin_Liquidity,2026-02-06,38,[],[],put,0.0,0.0,0.0,0,,,False,Unknown,,Standard,LargeCap_$583,Thin,"Explored but thin: Found 0 expirations, 140 strikes. Calls: 68 tradable (spread: 7.6%). Puts: 41 tradable (spread: 40.0%). Max OI: 20. ATM liquid: True. Chain liquid: True",[],0,0,"No contracts meeting strict liquidity (OI≥15, spread≤15.0%)",,0.0,583.1500244140625,Deep_Required,2026-02-06,38,Good,True,True,"Sample shows viable structure, proceed to full chain",True,False,2,False,True,False,[],140,68,41,7.552517128837499,40.0,20,True,"Found 0 expirations, 140 strikes. Calls: 68 tradable (spread: 7.6%). Puts: 41 tradable (spread: 40.0%). Max OI: 20. ATM liquid: True. Chain liquid: True",0.0,ThreadPoolExecutor-5_5,15.524935245513916,,3,,,,,
TMO,2025-12-29 07:30:19.473003,2025-12-29,,23.39,22.21,24.78,24.14,26.03,25.54,28.46,27.87,26.56,26.67,26.93,26.4,27.18,26.48,27.32,26.53,27.42,26.56,27.6,26.62,27.88,26.84,29.31,27.28,29.37,27.3,14.95,14.72,17.7,18.42,26.17,30.0,29.16,31.45,4.136110307777778,,Mixed,Unknown,Falling,,False,Unknown,Bullish,1.3607075582758588,4.642342235732814,Stable,13.234363530420634,73.37401397953141,Weak,16.7326148878145,True,0.5879344654889143,Ascending Triangle,63.0,,,False,10.760000000000002,Bullish,Unknown,28.46,17.7,10.760000000000002,8.139999999999997,0.759999999999998,-4.029999999999998,-3.5700000000000003,60.79096045197742,44.191096634093356,2.904088651127237,-12.813990461049277,-11.351351351351353,True,True,True,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,5,True,6.2017,9.14,10.97,574.18,572.35,1.64,False,True,False,Age_0_5,,Buy-Write,1,Bullish + Very Rich IV (IV_Rank=nan),Cohen Ch.7 - Reduces cost basis via call premium,Bullish,"gap_30d=10.8, IV_Rank=nan",50000,Stock downside risk offset by call premium,"Long Delta (from stock), Short Vega, Long Theta",True,75,Bullish,Directional,True,Buy-Write,Cash-Secured Put,0.75,High,Medium,30,45,37,Short,Income (Buy-Write): 30-45 DTE for premium collection efficiency,2,1,1000,Explored_Thin_Liquidity,2026-02-06,38,[],[],call,0.0,0.0,0.0,0,,,False,Unknown,,Standard,LargeCap_$583,Thin,"Explored but thin: Found 0 expirations, 140 strikes. Calls: 68 tradable (spread: 7.6%). Puts: 41 tradable (spread: 40.0%). Max OI: 20. ATM liquid: True. Chain liquid: True",[],0,0,"No contracts meeting strict liquidity (OI≥15, spread≤15.0%)",,0.0,583.1500244140625,Deep_Required,2026-02-06,38,Good,True,True,"Sample shows viable structure, proceed to full chain",True,False,2,False,True,False,[],140,68,41,7.552517128837499,40.0,20,True,"Found 0 expirations, 140 strikes. Calls: 68 tradable (spread: 7.6%). Puts: 41 tradable (spread: 40.0%). Max OI: 20. ATM liquid: True. Chain liquid: True",0.0,ThreadPoolExecutor-5_5,19.40070915222168,,3,,,,,
MUSA,2025-12-29 07:30:24.041212,2025-12-29,,30.42,30.1,30.42,30.1,31.44,31.13,33.19,32.9,34.6,34.22,33.91,33.27,34.02,33.29,34.72,33.99,35.17,34.44,36.32,35.44,36.92,35.95,36.92,35.95,36.92,35.95,19.42,19.23,25.51,31.45,30.92,33.99,33.51,36.2,4.136110307777778,,Flat,Unknown,Falling,,False,Unknown,Unknown,,,Unknown,,,Unknown,,,,Double Bottom,70.0,,,False,7.679999999999996,Bidirectional,Unknown,33.19,25.51,7.679999999999996,3.150000000000002,2.989999999999995,-1.0300000000000011,0.7199999999999989,30.105840846726757,10.015898251192375,9.670116429495454,-2.845303867403318,1.9889502762430906,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,Neutral,Bullish,Bullish,38,True,1.8331,5.78,22.38,399.66,383.06,2.52,False,True,False,Age_16_plus,,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=nan, gap_180d=-1.0)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=7.7, gap_60d=3.2, gap_180d=-1.0, IV_Rank=nan",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,Long Strangle,0.72,Medium,Medium,45,60,52,Medium,Volatility (Long Straddle) with neutral IV (nan): 45-60 DTE for volatility play,2,1,1000,Explored_Thin_Liquidity,2026-02-20,52,[],[],mixed,0.0,0.0,0.0,0,,,False,Unknown,,Standard,MidCap_$405,Thin,"Explored but thin: Found 0 expirations, 58 strikes. Calls: 23 tradable (spread: 6.6%). Puts: 23 tradable (spread: 10.6%). Max OI: 18. ATM liquid: True. Chain liquid: True",[],0,0,"No contracts meeting strict liquidity (OI≥25, spread≤12.0%)",,0.0,405.3900146484375,Deep_Required,2026-02-20,52,Good,True,True,"Sample shows viable structure, proceed to full chain",True,False,1,False,True,False,[],58,23,23,6.593406593406594,10.61692969870876,18,True,"Found 0 expirations, 58 strikes. Calls: 23 tradable (spread: 6.6%). Puts: 23 tradable (spread: 10.6%). Max OI: 18. ATM liquid: True. Chain liquid: True",0.0,ThreadPoolExecutor-5_1,4.0919318199157715,,2,,,,,
MUSA,2025-12-29 07:30:24.041212,2025-12-29,,30.42,30.1,30.42,30.1,31.44,31.13,33.19,32.9,34.6,34.22,33.91,33.27,34.02,33.29,34.72,33.99,35.17,34.44,36.32,35.44,36.92,35.95,36.92,35.95,36.92,35.95,19.42,19.23,25.51,31.45,30.92,33.99,33.51,36.2,4.136110307777778,,Flat,Unknown,Falling,,False,Unknown,Unknown,,,Unknown,,,Unknown,,,,Double Bottom,70.0,,,False,7.679999999999996,Bidirectional,Unknown,33.19,25.51,7.679999999999996,3.150000000000002,2.989999999999995,-1.0300000000000011,0.7199999999999989,30.105840846726757,10.015898251192375,9.670116429495454,-2.845303867403318,1.9889502762430906,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,Neutral,Bullish,Bullish,38,True,1.8331,5.78,22.38,399.66,383.06,2.52,False,True,False,Age_16_plus,,Long Strangle,1,Expansion + Moderately Cheap IV (IV_Rank=nan),"Natenberg Ch.9 - OTM volatility (cheaper, needs bigger move)",Bidirectional,"gap_30d=7.7, gap_60d=3.2, gap_180d=-1.0, IV_Rank=nan",5000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,68,Bidirectional,Volatility,True,Long Straddle,Long Strangle,0.68,Medium,Medium,45,60,52,Medium,Volatility (Long Strangle) with neutral IV (nan): 45-60 DTE for volatility play,2,1,1000,Explored_Thin_Liquidity,2026-02-20,52,[],[],mixed,0.0,0.0,0.0,0,,,False,Unknown,,Standard,MidCap_$405,Thin,"Explored but thin: Found 0 expirations, 58 strikes. Calls: 23 tradable (spread: 6.6%). Puts: 23 tradable (spread: 10.6%). Max OI: 18. ATM liquid: True. Chain liquid: True",[],0,0,"No contracts meeting strict liquidity (OI≥25, spread≤12.0%)",,0.0,405.3900146484375,Deep_Required,2026-02-20,52,Good,True,True,"Sample shows viable structure, proceed to full chain",True,False,1,False,True,False,[],58,23,23,6.593406593406594,10.61692969870876,18,True,"Found 0 expirations, 58 strikes. Calls: 23 tradable (spread: 6.6%). Puts: 23 tradable (spread: 10.6%). Max OI: 18. ATM liquid: True. Chain liquid: True",0.0,ThreadPoolExecutor-5_1,7.683620929718018,,2,,,,,
IT,2025-12-29 07:30:32.987246,2025-12-29,,33.57,33.3,33.57,33.3,36.27,36.02,40.69,40.45,43.87,43.54,41.94,41.36,41.45,40.81,41.16,40.47,40.98,40.3,40.73,40.21,40.61,40.18,40.61,40.18,40.61,40.18,26.06,21.62,24.75,36.45,35.93,58.46,52.88,49.28,4.136110307777778,,Contango,Unknown,Rising,,False,Unknown,Neutral,1.3570679237196315,-3.1817211046066016,Falling,18.34378146608542,59.32799143916152,Moderate,18.075024438289518,True,0.44421293778052395,,0.0,,,False,15.939999999999998,Bidirectional,Unknown,40.69,24.75,15.939999999999998,7.419999999999995,6.009999999999998,-8.300000000000004,-8.670000000000002,64.4040404040404,20.356652949245525,16.726969106596155,-16.842532467532475,-17.59334415584416,True,True,True,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,14,True,4.2706,12.84,14.64,240.53,238.73,2.4,False,True,False,Age_6_15,,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=nan, gap_180d=-8.3)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=15.9, gap_60d=7.4, gap_180d=-8.3, IV_Rank=nan",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,Long Strangle,0.72,Medium,Medium,45,60,52,Medium,Volatility (Long Straddle) with neutral IV (nan): 45-60 DTE for volatility play,2,1,1000,Explored_Thin_Liquidity,2026-02-20,52,[],[],mixed,0.0,0.0,0.0,0,,,False,Unknown,,Standard,MidCap_$253,Thin,"Explored but thin: Found 0 expirations, 54 strikes. Calls: 24 tradable (spread: 6.1%). Puts: 22 tradable (spread: 8.0%). Max OI: 50. ATM liquid: True. Chain liquid: True",[],0,0,"No contracts meeting strict liquidity (OI≥25, spread≤12.0%)",,0.0,253.3699951171875,Deep_Required,2026-02-20,52,Good,True,True,"Sample shows viable structure, proceed to full chain",True,False,1,False,True,False,[],54,24,22,6.146466207193743,7.970613645262947,50,True,"Found 0 expirations, 54 strikes. Calls: 24 tradable (spread: 6.1%). Puts: 22 tradable (spread: 8.0%). Max OI: 50. ATM liquid: True. Chain liquid: True",0.0,ThreadPoolExecutor-5_6,3.4144439697265625,,2,,,,,
IT,2025-12-29 07:30:32.987246,2025-12-29,,33.57,33.3,33.57,33.3,36.27,36.02,40.69,40.45,43.87,43.54,41.94,41.36,41.45,40.81,41.16,40.47,40.98,40.3,40.73,40.21,40.61,40.18,40.61,40.18,40.61,40.18,26.06,21.62,24.75,36.45,35.93,58.46,52.88,49.28,4.136110307777778,,Contango,Unknown,Rising,,False,Unknown,Neutral,1.3570679237196315,-3.1817211046066016,Falling,18.34378146608542,59.32799143916152,Moderate,18.075024438289518,True,0.44421293778052395,,0.0,,,False,15.939999999999998,Bidirectional,Unknown,40.69,24.75,15.939999999999998,7.419999999999995,6.009999999999998,-8.300000000000004,-8.670000000000002,64.4040404040404,20.356652949245525,16.726969106596155,-16.842532467532475,-17.59334415584416,True,True,True,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,14,True,4.2706,12.84,14.64,240.53,238.73,2.4,False,True,False,Age_6_15,,Long Strangle,1,Expansion + Moderately Cheap IV (IV_Rank=nan),"Natenberg Ch.9 - OTM volatility (cheaper, needs bigger move)",Bidirectional,"gap_30d=15.9, gap_60d=7.4, gap_180d=-8.3, IV_Rank=nan",5000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,68,Bidirectional,Volatility,True,Long Straddle,Long Strangle,0.68,Medium,Medium,45,60,52,Medium,Volatility (Long Strangle) with neutral IV (nan): 45-60 DTE for volatility play,2,1,1000,Explored_Thin_Liquidity,2026-02-20,52,[],[],mixed,0.0,0.0,0.0,0,,,False,Unknown,,Standard,MidCap_$253,Thin,"Explored but thin: Found 0 expirations, 54 strikes. Calls: 24 tradable (spread: 6.1%). Puts: 22 tradable (spread: 8.0%). Max OI: 50. ATM liquid: True. Chain liquid: True",[],0,0,"No contracts meeting strict liquidity (OI≥25, spread≤12.0%)",,0.0,253.3699951171875,Deep_Required,2026-02-20,52,Good,True,True,"Sample shows viable structure, proceed to full chain",True,False,1,False,True,False,[],54,24,22,6.146466207193743,7.970613645262947,50,True,"Found 0 expirations, 54 strikes. Calls: 24 tradable (spread: 6.1%). Puts: 22 tradable (spread: 8.0%). Max OI: 50. ATM liquid: True. Chain liquid: True",0.0,ThreadPoolExecutor-5_6,7.079355001449585,,2,,,,,
SYK,2025-12-29 07:30:44.498331,2025-12-29,,20.31,20.14,20.31,20.14,21.25,20.95,22.85,22.34,24.09,23.39,23.55,22.87,23.58,22.92,23.6,22.96,23.64,22.96,23.81,22.89,23.95,23.07,23.89,23.02,23.89,23.02,7.63,14.26,18.25,20.17,18.99,19.0,17.99,18.96,4.136110307777778,,Flat,Unknown,Falling,,False,Unknown,Bullish,5.401662815139328,6.19689127044778,Falling,56.57707037375735,93.10351739454632,Strong,26.775836365811756,True,1.171809031326554,Descending Triangle,64.0,,,False,4.600000000000001,Bullish,Unknown,22.85,18.25,4.600000000000001,3.919999999999998,4.560000000000002,4.68,4.989999999999998,25.205479452054803,19.434804164600884,24.012638230647724,24.68354430379747,26.318565400843873,True,True,True,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,Neutral,Bearish,Bearish,24,True,-0.7741,-4.15,-11.1,356.9,363.85,1.49,False,True,False,Age_16_plus,,Cash-Secured Put,1,"Bullish + Rich IV (gap_30d=4.6, IV_Rank=nan)",Passarelli - Premium collection when IV > HV,Bullish,"gap_30d=4.6, IV_Rank=nan",15000,Obligation (max loss = strike - premium),"Long Delta, Short Vega, Long Theta",True,70,Bullish,Directional,True,Buy-Write,Cash-Secured Put,0.7,Medium,Medium,30,45,37,Short,Income (Cash-Secured Put): 30-45 DTE for premium collection efficiency,2,1,1000,No_Viable_Expirations,,0,[],[],put,0.0,0.0,0.0,0,,,False,Unknown,,Standard,Standard,Unknown,,[],0,0,No expirations in DTE range 30-45,,0.0,352.725,No_Viable_Expirations,,0,N/A,False,False,No expirations in DTE range 30-45,False,False,0,False,False,False,[],0,0,0,0.0,0.0,0,False,,0.0,ThreadPoolExecutor-5_3,1.2636291980743408,,2,,,,,
