Ticker,IV_Required,Reason
INTC,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
ISRG,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
IT,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
JNJ,True,VOLATILITY_STRATEGY_HARD_REQUIREMENT
KKR,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
KLAC,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
KNSL,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
LII,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
LIN,True,VOLATILITY_STRATEGY_HARD_REQUIREMENT
LLY,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
LMT,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
LPLA,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
LRCX,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
MA,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
MCK,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
MDB,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
MELI,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
META,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
MKL,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
MPWR,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
MRK,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
MS,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
MSCI,True,VOLATILITY_STRATEGY_HARD_REQUIREMENT
MSFT,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
MSI,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
MTD,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
MU,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
MUSA,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
NEE,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
NFLX,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
NOC,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
NVDA,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
ORCL,True,VOLATILITY_STRATEGY_HARD_REQUIREMENT
PANW,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
PEP,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
PFE,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
PG,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
PGR,True,VOLATILITY_STRATEGY_HARD_REQUIREMENT
PH,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
PLTR,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
PM,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
PWR,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
PYPL,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
QCOM,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
QQQ,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
RBC,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
REGN,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
ROP,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
RTX,True,VOLATILITY_STRATEGY_HARD_REQUIREMENT
SCHW,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
SHOP,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
SHW,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
SPGI,True,VOLATILITY_STRATEGY_HARD_REQUIREMENT
SPOT,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
SYK,True,VOLATILITY_STRATEGY_HARD_REQUIREMENT
T,True,VOLATILITY_STRATEGY_HARD_REQUIREMENT
TDG,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
TDY,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
TJX,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
TMO,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
TMUS,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
TPL,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
TSLA,True,VOLATILITY_STRATEGY_HARD_REQUIREMENT
TSM,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
TT,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
TXN,True,VOLATILITY_STRATEGY_HARD_REQUIREMENT
TYL,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
U,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
UBER,True,VOLATILITY_STRATEGY_HARD_REQUIREMENT
ULTA,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
UNH,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
UNP,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
URI,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
VRTX,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
VZ,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
WAT,True,VOLATILITY_STRATEGY_HARD_REQUIREMENT
WFC,True,VOLATILITY_STRATEGY_HARD_REQUIREMENT
WING,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
WMT,True,VOLATILITY_STRATEGY_HARD_REQUIREMENT
WSO,True,VOLATILITY_STRATEGY_HARD_REQUIREMENT
XLE,True,VOLATILITY_STRATEGY_HARD_REQUIREMENT
XLK,False,DIRECTIONAL_STRATEGY_CONFIDENCE_ENHANCEMENT
