Ticker,timestamp,Date,Error,IV_7_D_Call,IV_7_D_Put,IV_14_D_Call,IV_14_D_Put,IV_21_D_Call,IV_21_D_Put,IV_30_D_Call,IV_30_D_Put,IV_60_D_Call,IV_60_D_Put,IV_90_D_Call,IV_90_D_Put,IV_120_D_Call,IV_120_D_Put,IV_150_D_Call,IV_150_D_Put,IV_180_D_Call,IV_180_D_Put,IV_270_D_Call,IV_270_D_Put,IV_360_D_Call,IV_360_D_Put,IV_720_D_Call,IV_720_D_Put,IV_1080_D_Call,IV_1080_D_Put,HV_10_D_Cur,HV_20_D_Cur,HV_30_D_Cur,HV_60_D_Cur,HV_90_D_Cur,HV_120_D_Cur,HV_150_D_Cur,HV_180_D_Cur,Snapshot_Age_Hours,IV_Rank_30D,IV_Term_Structure,IV_Trend_7D,HV_Trend_30D,VVIX,Recent_Vol_Spike,Volatility_Regime,Trend_State,Price_vs_SMA20_original,Price_vs_SMA50_original,Volume_Trend,ADX,RSI,Trend_Strength,RV_10D,RV_Calculated,RV_IV_Ratio,Chart_Pattern,Pattern_Confidence,Candlestick_Pattern,Entry_Timing_Quality,Reversal_Confirmation,IVHV_gap_30D,Signal_Type,Regime,IV30_Call,HV30,IVHV_gap_abs,IVHV_gap_60D,IVHV_gap_90D,IVHV_gap_180D,IVHV_gap_360D,IVHV_gap_30D_pct,IVHV_gap_60D_pct,IVHV_gap_90D_pct,IVHV_gap_180D_pct,IVHV_gap_360D_pct,ShortTerm_IV_Edge,MediumTerm_IV_Edge,LEAP_IV_Edge,UltraLEAP_IV_Edge,ShortTerm_IV_Rich,ShortTerm_IV_Cheap,MediumTerm_IV_Rich,MediumTerm_IV_Cheap,LEAP_IV_Rich,LEAP_IV_Cheap,UltraLEAP_IV_Rich,UltraLEAP_IV_Cheap,HighVol,ElevatedVol,ModerateVol,LowRank,IV_Rich,IV_Cheap,MeanReversion_Setup,Expansion_Setup,df_elevated_plus,df_moderate_vol,Chart_Regime,Chart_EMA_Signal,Chart_Signal_Type,Days_Since_Cross,Has_Crossover,Trend_Slope,Price_vs_SMA20_chart,Price_vs_SMA50_chart,SMA20,SMA50,Atr_Pct,Universal_Data_Complete,Directional_Data_Complete,Crossover_Age_Bucket,IV_Rank_XS,Strategy_Name,Strategy_Tier,Valid_Reason,Theory_Source,Regime_Context,IV_Context,Capital_Requirement,Risk_Profile,Greeks_Exposure,Execution_Ready,Confidence,Trade_Bias,Strategy_Type,EXECUTABLE,Min_DTE,Max_DTE,Target_DTE,Timeframe_Label,DTE_Rationale,Expiration_Count_Target
LMT,2025-12-29 07:29:36.765155,2025-12-29,,21.72,21.47,21.5,21.59,21.46,21.42,25.13,25.21,24.7,24.6,24.59,24.23,24.32,24.18,24.16,24.16,24.27,24.22,25.46,24.75,26.17,25.44,26.79,25.92,26.83,25.94,17.28,23.06,22.07,20.73,18.78,24.44,25.17,24.66,7.802405229722222,,Flat,Unknown,Falling,,False,Unknown,Bullish,4.147735554247813,4.046845129051847,Falling,16.656962637788162,69.72953021510448,Moderate,17.434122399946816,True,0.6937573577376369,,0.0,,,False,3.0599999999999987,Bullish,Unknown,25.13,22.07,3.0599999999999987,3.969999999999999,5.809999999999999,-0.39000000000000057,1.5100000000000016,13.864975079293151,19.15098890496864,30.937167199148018,-1.5815085158150874,6.123276561232772,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,Trending,Bullish,Bullish,18,True,6.6914,19.47,19.01,469.4,469.86,1.95,False,True,Age_16_plus,,Buy-Write,1,Bullish + Very Rich IV (IV_Rank=nan),Cohen Ch.7 - Reduces cost basis via call premium,Bullish,"gap_30d=3.1, IV_Rank=nan",50000,Stock downside risk offset by call premium,"Long Delta (from stock), Short Vega, Long Theta",True,75,Bullish,Directional,True,30,45,37,Short,Income (Buy-Write): 30-45 DTE for premium collection efficiency,2
GPI,2025-12-29 07:29:52.583651,2025-12-29,,29.23,29.0,29.23,29.0,29.74,29.45,30.63,30.26,31.23,30.79,30.53,30.12,30.8,30.44,31.43,31.01,31.42,30.86,31.97,31.2,32.05,31.2,32.05,31.2,32.05,31.2,18.49,19.79,22.19,29.17,29.36,33.77,32.42,31.66,7.802405229722222,,Flat,Unknown,Falling,,False,Unknown,Bearish,-1.302329239217174,-0.5415539253110354,Falling,16.1750426487325,47.949424598198235,Moderate,11.939053391029548,True,0.3897830032983855,,0.0,Bearish Engulfing,Strong,True,8.439999999999998,Bearish,Unknown,30.63,22.19,8.439999999999998,2.0599999999999987,1.1700000000000017,-0.23999999999999844,0.389999999999997,38.0351509689049,7.06205005142269,3.9850136239782077,-0.7580543272267797,1.2318382817435156,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,Neutral,Bearish,Bearish,0,True,-1.5994,-5.32,-2.19,408.31,405.18,2.55,False,True,Age_0_5,,Long Put,1,Bearish + Cheap IV (gap_180d=-0.8),Natenberg Ch.3 - Directional with negative delta,Bearish,"gap_30d=8.4, gap_60d=1.6, gap_180d=-0.8",500,Defined (max loss = premium paid),"Short Delta, Long Vega, Short Theta",True,65,Bearish,Directional,True,35,50,42,Short-Medium,Directional (Long Put) with moderate confidence (65): 35-50 DTE for directional exposure,2
GPI,2025-12-29 07:29:52.583651,2025-12-29,,29.23,29.0,29.23,29.0,29.74,29.45,30.63,30.26,31.23,30.79,30.53,30.12,30.8,30.44,31.43,31.01,31.42,30.86,31.97,31.2,32.05,31.2,32.05,31.2,32.05,31.2,18.49,19.79,22.19,29.17,29.36,33.77,32.42,31.66,7.802405229722222,,Flat,Unknown,Falling,,False,Unknown,Bearish,-1.302329239217174,-0.5415539253110354,Falling,16.1750426487325,47.949424598198235,Moderate,11.939053391029548,True,0.3897830032983855,,0.0,Bearish Engulfing,Strong,True,8.439999999999998,Bearish,Unknown,30.63,22.19,8.439999999999998,2.0599999999999987,1.1700000000000017,-0.23999999999999844,0.389999999999997,38.0351509689049,7.06205005142269,3.9850136239782077,-0.7580543272267797,1.2318382817435156,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,Neutral,Bearish,Bearish,0,True,-1.5994,-5.32,-2.19,408.31,405.18,2.55,False,True,Age_0_5,,Long Put LEAP,1,"Bearish + Structural thesis + Cheap long-term IV (IV_Rank=nan, gap_180d=-0.8)",Hull Ch.10 - Multi-year protective or directional,Bearish,"gap_30d=8.4, gap_60d=1.6, gap_180d=-0.8, IV_Rank=nan",3000,"Defined (max loss = premium, typically $2000-$5000)","Short Delta (lower), Long Vega, Short Theta (minimal)",True,70,Bearish,Directional,True,365,730,547,LEAP,LEAP strategy (Long Put LEAP): 365-730 DTE for multi-year structural thesis,2
GPI,2025-12-29 07:29:52.583651,2025-12-29,,29.23,29.0,29.23,29.0,29.74,29.45,30.63,30.26,31.23,30.79,30.53,30.12,30.8,30.44,31.43,31.01,31.42,30.86,31.97,31.2,32.05,31.2,32.05,31.2,32.05,31.2,18.49,19.79,22.19,29.17,29.36,33.77,32.42,31.66,7.802405229722222,,Flat,Unknown,Falling,,False,Unknown,Bearish,-1.302329239217174,-0.5415539253110354,Falling,16.1750426487325,47.949424598198235,Moderate,11.939053391029548,True,0.3897830032983855,,0.0,Bearish Engulfing,Strong,True,8.439999999999998,Bearish,Unknown,30.63,22.19,8.439999999999998,2.0599999999999987,1.1700000000000017,-0.23999999999999844,0.389999999999997,38.0351509689049,7.06205005142269,3.9850136239782077,-0.7580543272267797,1.2318382817435156,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,Neutral,Bearish,Bearish,0,True,-1.5994,-5.32,-2.19,408.31,405.18,2.55,False,True,Age_0_5,,Covered Call,1,Bearish + Rich IV (gap_30d=8.4) [requires stock ownership],Passarelli - Premium collection on held stock,Bearish,gap_30d=8.4,0,Unlimited downside (stock ownership),"Long Delta (from stock), Short Vega, Long Theta",False,70,Bearish,Directional,True,30,45,37,Short,Income (Covered Call): 30-45 DTE for premium collection efficiency,2
TT,2025-12-29 07:30:01.370290,2025-12-29,,22.63,22.85,22.63,22.85,24.04,24.08,26.37,26.14,28.1,27.71,27.37,27.11,27.73,27.41,27.56,27.13,27.28,26.7,27.97,27.28,28.24,27.51,28.06,27.4,28.06,27.4,26.45,21.73,22.23,23.66,22.18,25.05,23.4,25.65,7.802405229722222,,Contango,Unknown,Rising,,False,Unknown,Bearish,-0.6948002305186238,-4.452036678028297,Falling,59.949088600621515,46.97566205806609,Strong,21.174051529888672,True,0.8029598608224752,,0.0,Bullish Engulfing,Strong,True,4.140000000000001,Bearish,Unknown,26.37,22.23,4.140000000000001,4.440000000000001,5.190000000000001,1.6300000000000026,2.59,18.62348178137652,18.76584953508031,23.399458972046897,6.354775828460049,10.097465886939572,True,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,Neutral,Bearish,Bearish,46,True,0.6466,-2.76,-18.37,396.95,412.56,2.01,False,True,Age_16_plus,,Covered Call,1,Bearish + Rich IV (gap_30d=4.1) [requires stock ownership],Passarelli - Premium collection on held stock,Bearish,gap_30d=4.1,0,Unlimited downside (stock ownership),"Long Delta (from stock), Short Vega, Long Theta",False,70,Bearish,Directional,True,30,45,37,Short,Income (Covered Call): 30-45 DTE for premium collection efficiency,2
CVCO,2025-12-29 07:30:05.468547,2025-12-29,,43.05,41.26,43.05,41.26,42.98,41.46,42.85,41.83,42.57,42.07,42.28,41.78,42.29,41.67,42.3,41.6,42.3,41.57,42.3,41.57,42.3,41.57,42.3,41.57,42.3,41.57,16.94,27.05,31.68,50.49,44.83,42.39,41.93,40.19,7.802405229722222,,Flat,Unknown,Falling,,False,Unknown,Bullish,1.423141920817119,4.708819300958498,Stable,13.234363530420634,73.4951589038716,Weak,16.739322921494498,True,0.3906493097198249,,0.0,,,False,11.170000000000002,Bullish,Unknown,42.85,31.68,11.170000000000002,-7.920000000000002,-2.549999999999997,2.1099999999999994,2.1099999999999994,35.258838383838395,-15.686274509803924,-5.688155253178668,5.250062204528488,5.250062204528488,True,True,True,True,True,False,False,True,True,False,True,False,True,False,False,False,True,False,False,False,True,False,Neutral,Bullish,Bullish,38,True,1.9476,8.44,27.05,593.02,574.41,2.95,False,True,Age_16_plus,,Cash-Secured Put,1,"Bullish + Rich IV (gap_30d=11.2, IV_Rank=nan)",Passarelli - Premium collection when IV > HV,Bullish,"gap_30d=11.2, IV_Rank=nan",15000,Obligation (max loss = strike - premium),"Long Delta, Short Vega, Long Theta",True,70,Bullish,Directional,True,30,45,37,Short,Income (Cash-Secured Put): 30-45 DTE for premium collection efficiency,2
CVCO,2025-12-29 07:30:05.468547,2025-12-29,,43.05,41.26,43.05,41.26,42.98,41.46,42.85,41.83,42.57,42.07,42.28,41.78,42.29,41.67,42.3,41.6,42.3,41.57,42.3,41.57,42.3,41.57,42.3,41.57,42.3,41.57,16.94,27.05,31.68,50.49,44.83,42.39,41.93,40.19,7.802405229722222,,Flat,Unknown,Falling,,False,Unknown,Bullish,1.423141920817119,4.708819300958498,Stable,13.234363530420634,73.4951589038716,Weak,16.739322921494498,True,0.3906493097198249,,0.0,,,False,11.170000000000002,Bullish,Unknown,42.85,31.68,11.170000000000002,-7.920000000000002,-2.549999999999997,2.1099999999999994,2.1099999999999994,35.258838383838395,-15.686274509803924,-5.688155253178668,5.250062204528488,5.250062204528488,True,True,True,True,True,False,False,True,True,False,True,False,True,False,False,False,True,False,False,False,True,False,Neutral,Bullish,Bullish,38,True,1.9476,8.44,27.05,593.02,574.41,2.95,False,True,Age_16_plus,,Buy-Write,1,Bullish + Very Rich IV (IV_Rank=nan),Cohen Ch.7 - Reduces cost basis via call premium,Bullish,"gap_30d=11.2, IV_Rank=nan",50000,Stock downside risk offset by call premium,"Long Delta (from stock), Short Vega, Long Theta",True,75,Bullish,Directional,True,30,45,37,Short,Income (Buy-Write): 30-45 DTE for premium collection efficiency,2
DUOL,2025-12-29 07:30:13.965854,2025-12-29,,56.68,54.64,57.41,56.11,57.9,57.09,59.09,59.28,65.97,65.41,72.21,71.7,73.29,72.22,75.13,73.52,73.54,72.26,73.93,72.36,73.4,72.09,74.16,71.78,74.2,71.76,34.43,45.81,46.64,77.07,71.31,72.05,66.23,67.86,7.802405229722222,,Contango,Unknown,Falling,,False,Unknown,Bearish,-4.820519436198409,-16.62648585790403,Stable,25.5617539976567,22.054411583021547,Strong,32.97348930468966,True,0.5580214808713768,,0.0,,,False,12.450000000000003,Bearish,Unknown,59.09,46.64,12.450000000000003,-11.099999999999994,0.8999999999999915,5.680000000000007,5.540000000000006,26.693825042881652,-14.402491241728294,1.2620950778291844,8.370173887415277,8.163866784556449,True,True,True,True,True,False,False,True,True,False,True,False,True,False,False,False,True,False,False,False,True,False,Trending,Bearish,Bearish,67,True,-4.4919,-9.13,-35.93,189.3,216.1,4.78,False,True,Age_16_plus,,Long Put,1,Bearish + Cheap IV (gap_180d=4.4),Natenberg Ch.3 - Directional with negative delta,Bearish,"gap_30d=12.5, gap_60d=-11.7, gap_180d=4.4",500,Defined (max loss = premium paid),"Short Delta, Long Vega, Short Theta",True,65,Bearish,Directional,True,35,50,42,Short-Medium,Directional (Long Put) with moderate confidence (65): 35-50 DTE for directional exposure,2
DUOL,2025-12-29 07:30:13.965854,2025-12-29,,56.68,54.64,57.41,56.11,57.9,57.09,59.09,59.28,65.97,65.41,72.21,71.7,73.29,72.22,75.13,73.52,73.54,72.26,73.93,72.36,73.4,72.09,74.16,71.78,74.2,71.76,34.43,45.81,46.64,77.07,71.31,72.05,66.23,67.86,7.802405229722222,,Contango,Unknown,Falling,,False,Unknown,Bearish,-4.820519436198409,-16.62648585790403,Stable,25.5617539976567,22.054411583021547,Strong,32.97348930468966,True,0.5580214808713768,,0.0,,,False,12.450000000000003,Bearish,Unknown,59.09,46.64,12.450000000000003,-11.099999999999994,0.8999999999999915,5.680000000000007,5.540000000000006,26.693825042881652,-14.402491241728294,1.2620950778291844,8.370173887415277,8.163866784556449,True,True,True,True,True,False,False,True,True,False,True,False,True,False,False,False,True,False,False,False,True,False,Trending,Bearish,Bearish,67,True,-4.4919,-9.13,-35.93,189.3,216.1,4.78,False,True,Age_16_plus,,Covered Call,1,Bearish + Rich IV (gap_30d=12.5) [requires stock ownership],Passarelli - Premium collection on held stock,Bearish,gap_30d=12.5,0,Unlimited downside (stock ownership),"Long Delta (from stock), Short Vega, Long Theta",False,70,Bearish,Directional,True,30,45,37,Short,Income (Covered Call): 30-45 DTE for premium collection efficiency,2
TMO,2025-12-29 07:30:19.473003,2025-12-29,,23.39,22.21,24.78,24.14,26.03,25.54,28.46,27.87,26.56,26.67,26.93,26.4,27.18,26.48,27.32,26.53,27.42,26.56,27.6,26.62,27.88,26.84,29.31,27.28,29.37,27.3,14.95,14.72,17.7,18.42,26.17,30.0,29.16,31.45,7.802405229722222,,Mixed,Unknown,Falling,,False,Unknown,Bullish,1.8810989059155372,2.216575055718118,Falling,35.31391772038,62.442155611180276,Strong,13.790999550494867,True,0.4845748260890677,Ascending Triangle,63.0,,,False,10.760000000000002,Bullish,Unknown,28.46,17.7,10.760000000000002,8.139999999999997,0.759999999999998,-4.029999999999998,-3.5700000000000003,60.79096045197742,44.191096634093356,2.904088651127237,-12.813990461049277,-11.351351351351353,True,True,True,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,5,True,6.5517,10.8,12.69,574.27,572.38,1.65,False,True,Age_0_5,,Long Call LEAP,1,"Bullish + Structural thesis + Cheap long-term IV (IV_Rank=nan, gap_180d=-4.0)",Hull Ch.10 - Multi-year directional with defined risk,Bullish,"gap_30d=10.8, gap_60d=8.1, gap_180d=-4.0, IV_Rank=nan",3000,"Defined (max loss = premium, typically $2000-$5000)","Long Delta (lower), Long Vega, Short Theta (minimal)",True,70,Bullish,Directional,True,365,730,547,LEAP,LEAP strategy (Long Call LEAP): 365-730 DTE for multi-year structural thesis,2
TMO,2025-12-29 07:30:19.473003,2025-12-29,,23.39,22.21,24.78,24.14,26.03,25.54,28.46,27.87,26.56,26.67,26.93,26.4,27.18,26.48,27.32,26.53,27.42,26.56,27.6,26.62,27.88,26.84,29.31,27.28,29.37,27.3,14.95,14.72,17.7,18.42,26.17,30.0,29.16,31.45,7.802405229722222,,Mixed,Unknown,Falling,,False,Unknown,Bullish,1.8810989059155372,2.216575055718118,Falling,35.31391772038,62.442155611180276,Strong,13.790999550494867,True,0.4845748260890677,Ascending Triangle,63.0,,,False,10.760000000000002,Bullish,Unknown,28.46,17.7,10.760000000000002,8.139999999999997,0.759999999999998,-4.029999999999998,-3.5700000000000003,60.79096045197742,44.191096634093356,2.904088651127237,-12.813990461049277,-11.351351351351353,True,True,True,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,5,True,6.5517,10.8,12.69,574.27,572.38,1.65,False,True,Age_0_5,,Cash-Secured Put,1,"Bullish + Rich IV (gap_30d=10.8, IV_Rank=nan)",Passarelli - Premium collection when IV > HV,Bullish,"gap_30d=10.8, IV_Rank=nan",15000,Obligation (max loss = strike - premium),"Long Delta, Short Vega, Long Theta",True,70,Bullish,Directional,True,30,45,37,Short,Income (Cash-Secured Put): 30-45 DTE for premium collection efficiency,2
TMO,2025-12-29 07:30:19.473003,2025-12-29,,23.39,22.21,24.78,24.14,26.03,25.54,28.46,27.87,26.56,26.67,26.93,26.4,27.18,26.48,27.32,26.53,27.42,26.56,27.6,26.62,27.88,26.84,29.31,27.28,29.37,27.3,14.95,14.72,17.7,18.42,26.17,30.0,29.16,31.45,7.802405229722222,,Mixed,Unknown,Falling,,False,Unknown,Bullish,1.8810989059155372,2.216575055718118,Falling,35.31391772038,62.442155611180276,Strong,13.790999550494867,True,0.4845748260890677,Ascending Triangle,63.0,,,False,10.760000000000002,Bullish,Unknown,28.46,17.7,10.760000000000002,8.139999999999997,0.759999999999998,-4.029999999999998,-3.5700000000000003,60.79096045197742,44.191096634093356,2.904088651127237,-12.813990461049277,-11.351351351351353,True,True,True,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,5,True,6.5517,10.8,12.69,574.27,572.38,1.65,False,True,Age_0_5,,Buy-Write,1,Bullish + Very Rich IV (IV_Rank=nan),Cohen Ch.7 - Reduces cost basis via call premium,Bullish,"gap_30d=10.8, IV_Rank=nan",50000,Stock downside risk offset by call premium,"Long Delta (from stock), Short Vega, Long Theta",True,75,Bullish,Directional,True,30,45,37,Short,Income (Buy-Write): 30-45 DTE for premium collection efficiency,2
MUSA,2025-12-29 07:30:24.041212,2025-12-29,,30.42,30.1,30.42,30.1,31.44,31.13,33.19,32.9,34.6,34.22,33.91,33.27,34.02,33.29,34.72,33.99,35.17,34.44,36.32,35.44,36.92,35.95,36.92,35.95,36.92,35.95,19.42,19.23,25.51,31.45,30.92,33.99,33.51,36.2,7.802405229722222,,Flat,Unknown,Falling,,False,Unknown,Bullish,1.7276928009737216,6.146083430495971,Stable,27.306679217589437,62.17771121329716,Strong,14.458194315560652,True,0.43561899112867286,Double Bottom,70.0,,,False,7.679999999999996,Bullish,Unknown,33.19,25.51,7.679999999999996,3.150000000000002,2.989999999999995,-1.0300000000000011,0.7199999999999989,30.105840846726757,10.015898251192375,9.670116429495454,-2.845303867403318,1.9889502762430906,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,38,True,2.0701,6.91,23.54,399.72,383.09,2.51,False,True,Age_16_plus,,Long Call LEAP,1,"Bullish + Structural thesis + Cheap long-term IV (IV_Rank=nan, gap_180d=-1.0)",Hull Ch.10 - Multi-year directional with defined risk,Bullish,"gap_30d=7.7, gap_60d=3.2, gap_180d=-1.0, IV_Rank=nan",3000,"Defined (max loss = premium, typically $2000-$5000)","Long Delta (lower), Long Vega, Short Theta (minimal)",True,70,Bullish,Directional,True,365,730,547,LEAP,LEAP strategy (Long Call LEAP): 365-730 DTE for multi-year structural thesis,2
MUSA,2025-12-29 07:30:24.041212,2025-12-29,,30.42,30.1,30.42,30.1,31.44,31.13,33.19,32.9,34.6,34.22,33.91,33.27,34.02,33.29,34.72,33.99,35.17,34.44,36.32,35.44,36.92,35.95,36.92,35.95,36.92,35.95,19.42,19.23,25.51,31.45,30.92,33.99,33.51,36.2,7.802405229722222,,Flat,Unknown,Falling,,False,Unknown,Bullish,1.7276928009737216,6.146083430495971,Stable,27.306679217589437,62.17771121329716,Strong,14.458194315560652,True,0.43561899112867286,Double Bottom,70.0,,,False,7.679999999999996,Bullish,Unknown,33.19,25.51,7.679999999999996,3.150000000000002,2.989999999999995,-1.0300000000000011,0.7199999999999989,30.105840846726757,10.015898251192375,9.670116429495454,-2.845303867403318,1.9889502762430906,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,38,True,2.0701,6.91,23.54,399.72,383.09,2.51,False,True,Age_16_plus,,Cash-Secured Put,1,"Bullish + Rich IV (gap_30d=7.7, IV_Rank=nan)",Passarelli - Premium collection when IV > HV,Bullish,"gap_30d=7.7, IV_Rank=nan",15000,Obligation (max loss = strike - premium),"Long Delta, Short Vega, Long Theta",True,70,Bullish,Directional,True,30,45,37,Short,Income (Cash-Secured Put): 30-45 DTE for premium collection efficiency,2
MUSA,2025-12-29 07:30:24.041212,2025-12-29,,30.42,30.1,30.42,30.1,31.44,31.13,33.19,32.9,34.6,34.22,33.91,33.27,34.02,33.29,34.72,33.99,35.17,34.44,36.32,35.44,36.92,35.95,36.92,35.95,36.92,35.95,19.42,19.23,25.51,31.45,30.92,33.99,33.51,36.2,7.802405229722222,,Flat,Unknown,Falling,,False,Unknown,Bullish,1.7276928009737216,6.146083430495971,Stable,27.306679217589437,62.17771121329716,Strong,14.458194315560652,True,0.43561899112867286,Double Bottom,70.0,,,False,7.679999999999996,Bullish,Unknown,33.19,25.51,7.679999999999996,3.150000000000002,2.989999999999995,-1.0300000000000011,0.7199999999999989,30.105840846726757,10.015898251192375,9.670116429495454,-2.845303867403318,1.9889502762430906,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,38,True,2.0701,6.91,23.54,399.72,383.09,2.51,False,True,Age_16_plus,,Buy-Write,1,Bullish + Very Rich IV (IV_Rank=nan),Cohen Ch.7 - Reduces cost basis via call premium,Bullish,"gap_30d=7.7, IV_Rank=nan",50000,Stock downside risk offset by call premium,"Long Delta (from stock), Short Vega, Long Theta",True,75,Bullish,Directional,True,30,45,37,Short,Income (Buy-Write): 30-45 DTE for premium collection efficiency,2
IT,2025-12-29 07:30:32.987246,2025-12-29,,33.57,33.3,33.57,33.3,36.27,36.02,40.69,40.45,43.87,43.54,41.94,41.36,41.45,40.81,41.16,40.47,40.98,40.3,40.73,40.21,40.61,40.18,40.61,40.18,40.61,40.18,26.06,21.62,24.75,36.45,35.93,58.46,52.88,49.28,7.802405229722222,,Contango,Unknown,Rising,,False,Unknown,Bullish,5.507991765396443,6.307584166616744,Falling,56.57707037375735,93.16413205825567,Strong,26.730004019289876,True,0.6569182604888149,,0.0,,,False,15.939999999999998,Bullish,Unknown,40.69,24.75,15.939999999999998,7.419999999999995,6.009999999999998,-8.300000000000004,-8.670000000000002,64.4040404040404,20.356652949245525,16.726969106596155,-16.842532467532475,-17.59334415584416,True,True,True,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,14,True,4.3566,13.25,15.06,240.55,238.74,2.4,False,True,Age_6_15,,Long Call LEAP,1,"Bullish + Structural thesis + Cheap long-term IV (IV_Rank=nan, gap_180d=-8.3)",Hull Ch.10 - Multi-year directional with defined risk,Bullish,"gap_30d=15.9, gap_60d=7.4, gap_180d=-8.3, IV_Rank=nan",3000,"Defined (max loss = premium, typically $2000-$5000)","Long Delta (lower), Long Vega, Short Theta (minimal)",True,70,Bullish,Directional,True,365,730,547,LEAP,LEAP strategy (Long Call LEAP): 365-730 DTE for multi-year structural thesis,2
IT,2025-12-29 07:30:32.987246,2025-12-29,,33.57,33.3,33.57,33.3,36.27,36.02,40.69,40.45,43.87,43.54,41.94,41.36,41.45,40.81,41.16,40.47,40.98,40.3,40.73,40.21,40.61,40.18,40.61,40.18,40.61,40.18,26.06,21.62,24.75,36.45,35.93,58.46,52.88,49.28,7.802405229722222,,Contango,Unknown,Rising,,False,Unknown,Bullish,5.507991765396443,6.307584166616744,Falling,56.57707037375735,93.16413205825567,Strong,26.730004019289876,True,0.6569182604888149,,0.0,,,False,15.939999999999998,Bullish,Unknown,40.69,24.75,15.939999999999998,7.419999999999995,6.009999999999998,-8.300000000000004,-8.670000000000002,64.4040404040404,20.356652949245525,16.726969106596155,-16.842532467532475,-17.59334415584416,True,True,True,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,14,True,4.3566,13.25,15.06,240.55,238.74,2.4,False,True,Age_6_15,,Cash-Secured Put,1,"Bullish + Rich IV (gap_30d=15.9, IV_Rank=nan)",Passarelli - Premium collection when IV > HV,Bullish,"gap_30d=15.9, IV_Rank=nan",15000,Obligation (max loss = strike - premium),"Long Delta, Short Vega, Long Theta",True,70,Bullish,Directional,True,30,45,37,Short,Income (Cash-Secured Put): 30-45 DTE for premium collection efficiency,2
IT,2025-12-29 07:30:32.987246,2025-12-29,,33.57,33.3,33.57,33.3,36.27,36.02,40.69,40.45,43.87,43.54,41.94,41.36,41.45,40.81,41.16,40.47,40.98,40.3,40.73,40.21,40.61,40.18,40.61,40.18,40.61,40.18,26.06,21.62,24.75,36.45,35.93,58.46,52.88,49.28,7.802405229722222,,Contango,Unknown,Rising,,False,Unknown,Bullish,5.507991765396443,6.307584166616744,Falling,56.57707037375735,93.16413205825567,Strong,26.730004019289876,True,0.6569182604888149,,0.0,,,False,15.939999999999998,Bullish,Unknown,40.69,24.75,15.939999999999998,7.419999999999995,6.009999999999998,-8.300000000000004,-8.670000000000002,64.4040404040404,20.356652949245525,16.726969106596155,-16.842532467532475,-17.59334415584416,True,True,True,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,14,True,4.3566,13.25,15.06,240.55,238.74,2.4,False,True,Age_6_15,,Buy-Write,1,Bullish + Very Rich IV (IV_Rank=nan),Cohen Ch.7 - Reduces cost basis via call premium,Bullish,"gap_30d=15.9, IV_Rank=nan",50000,Stock downside risk offset by call premium,"Long Delta (from stock), Short Vega, Long Theta",True,75,Bullish,Directional,True,30,45,37,Short,Income (Buy-Write): 30-45 DTE for premium collection efficiency,2
